x,y,label,node,line,labelType,respID,qID,altID,obsID
0,0,Start,0,1,Terminal,2716,1,1,16291
0,-0.5,Car,0,0,Transit,2716,1,1,16291
0,-1,End,0,1,Terminal,2716,1,1,16291
0,0,"Start
(5 min wait)",0,1,Terminal,2716,1,2,16291
0,-0.25,Taxi,0,0,Transit,2716,1,2,16291
0,-0.5,"Transfer
(10 min wait)",1,0,Node,2716,1,2,16291
0,-0.75,Bus,0,0,Transit,2716,1,2,16291
0,-1,Transfer,1,1,Node,2716,1,2,16291
0,-1.125,Walk (10 min),0,0,Transit,2716,1,2,16291
0,-1.25,End,0,0,Terminal,2716,1,2,16291
0,0,Start,0,1,Terminal,2716,1,3,16291
0,-0.16666666666666666,Car,0,0,Transit,2716,1,3,16291
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,2716,1,3,16291
0,-0.5,Bus,0,0,Transit,2716,1,3,16291
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,2716,1,3,16291
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,2716,1,3,16291
0,-1,End,0,1,Terminal,2716,1,3,16291
0,0,"Start
(2 min wait)",0,1,Terminal,2716,2,1,16292
0,-0.5,Uber/Lyft,0,0,Transit,2716,2,1,16292
0,-1,End,0,1,Terminal,2716,2,1,16292
0,0,Start,0,1,Terminal,2716,2,2,16292
0,-0.5,Car,0,0,Transit,2716,2,2,16292
0,-1,End,0,1,Terminal,2716,2,2,16292
0,0,Start,0,0,Terminal,2716,2,3,16292
0,-0.25,Walk (5 min),0,0,Transit,2716,2,3,16292
0,-0.5,"Transfer
(5 min wait)",1,1,Node,2716,2,3,16292
0,-1,Bus,0,0,Transit,2716,2,3,16292
0,-1.5,Transfer,1,1,Node,2716,2,3,16292
0,-1.75,Walk (5 min),0,0,Transit,2716,2,3,16292
0,-2,End,0,0,Terminal,2716,2,3,16292
0,0,Start,0,1,Terminal,2716,3,1,16293
0,-0.5,Car,0,0,Transit,2716,3,1,16293
0,-1,End,0,1,Terminal,2716,3,1,16293
0,0,"Start
(5 min wait)",0,1,Terminal,2716,3,2,16293
0,-0.25,Uber/Lyft,0,0,Transit,2716,3,2,16293
0,-0.5,"Transfer
(2 min wait)",1,0,Node,2716,3,2,16293
0,-0.75,Bus,0,0,Transit,2716,3,2,16293
0,-1,Transfer,1,1,Node,2716,3,2,16293
0,-1.125,Walk (2 min),0,0,Transit,2716,3,2,16293
0,-1.25,End,0,0,Terminal,2716,3,2,16293
0,0,Start,0,1,Terminal,2716,3,3,16293
0,-0.16666666666666666,Car,0,0,Transit,2716,3,3,16293
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,2716,3,3,16293
0,-0.5,Bus,0,0,Transit,2716,3,3,16293
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,2716,3,3,16293
