x,y,label,node,line,labelType,respID,qID,altID,obsID
0,0,Start,0,0,Terminal,2782,1,1,16687
0,-0.25,Walk (2 min),0,0,Transit,2782,1,1,16687
0,-0.5,"Transfer
(10 min wait)",1,1,Node,2782,1,1,16687
0,-1,Bus,0,0,Transit,2782,1,1,16687
0,-1.5,Transfer,1,1,Node,2782,1,1,16687
0,-1.75,Walk (2 min),0,0,Transit,2782,1,1,16687
0,-2,End,0,0,Terminal,2782,1,1,16687
0,0,Start,0,1,Terminal,2782,1,2,16687
0,-0.16666666666666666,Car,0,0,Transit,2782,1,2,16687
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2782,1,2,16687
0,-0.5,Bus,0,0,Transit,2782,1,2,16687
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2782,1,2,16687
0,-0.8333333333333333,Bus,0,0,Transit,2782,1,2,16687
0,-1,Transfer,1,1,Node,2782,1,2,16687
0,-1.0833333333333333,Walk (5 min),0,0,Transit,2782,1,2,16687
0,-1.1666666666666667,End,0,0,Terminal,2782,1,2,16687
0,0,Start,0,1,Terminal,2782,1,3,16687
0,-0.5,Car,0,0,Transit,2782,1,3,16687
0,-1,End,0,1,Terminal,2782,1,3,16687
0,0,Start,0,0,Terminal,2782,2,1,16688
0,-0.08333333333333333,Walk (2 min),0,0,Transit,2782,2,1,16688
0,-0.16666666666666666,"Transfer
(10 min wait)",1,1,Node,2782,2,1,16688
0,-0.3333333333333333,Bus,0,0,Transit,2782,2,1,16688
0,-0.5,"Transfer
(10 min wait)",1,0,Node,2782,2,1,16688
0,-0.6666666666666666,Bus,0,0,Transit,2782,2,1,16688
0,-0.8333333333333333,"Transfer
(10 min wait)",1,0,Node,2782,2,1,16688
0,-0.9999999999999999,Uber/Lyft,0,0,Transit,2782,2,1,16688
0,-1.1666666666666667,End,0,1,Terminal,2782,2,1,16688
0,0,"Start
(10 min wait)",0,1,Terminal,2782,2,2,16688
0,-0.5,Uber/Lyft,0,0,Transit,2782,2,2,16688
0,-1,End,0,1,Terminal,2782,2,2,16688
0,0,Start,0,0,Terminal,2782,2,3,16688
0,-0.125,Walk (10 min),0,0,Transit,2782,2,3,16688
0,-0.25,"Transfer
(5 min wait)",1,1,Node,2782,2,3,16688
0,-0.5,Bus,0,0,Transit,2782,2,3,16688
0,-0.75,"Transfer
(5 min wait)",1,0,Node,2782,2,3,16688
0,-1,Bus,0,0,Transit,2782,2,3,16688
0,-1.25,Transfer,1,1,Node,2782,2,3,16688
0,-1.375,Walk (2 min),0,0,Transit,2782,2,3,16688
0,-1.5,End,0,0,Terminal,2782,2,3,16688
0,0,Start,0,0,Terminal,2782,3,1,16689
0,-0.08333333333333333,Walk (5 min),0,0,Transit,2782,3,1,16689
0,-0.16666666666666666,"Transfer
(2 min wait)",1,1,Node,2782,3,1,16689
0,-0.3333333333333333,Bus,0,0,Transit,2782,3,1,16689
0,-0.5,"Transfer
(2 min wait)",1,0,Node,2782,3,1,16689
0,-0.6666666666666666,Bus,0,0,Transit,2782,3,1,16689
0,-0.8333333333333333,"Transfer
(5 min wait)",1,0,Node,2782,3,1,16689
0,-0.9999999999999999,Uber/Lyft,0,0,Transit,2782,3,1,16689
0,-1.1666666666666667,End,0,1,Terminal,2782,3,1,16689
0,0,"Start
(10 min wait)",0,1,Terminal,2782,3,2,16689
0,-0.5,Taxi,0,0,Transit,2782,3,2,16689
0,-1,End,0,1,Terminal,2782,3,2,16689
0,0,Start,0,1,Terminal,2782,3,3,16689
0,-0.16666666666666666,Car,0,0,Transit,2782,3,3,16689
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2782,3,3,16689
0,-0.5,Bus,0,0,Transit,2782,3,3,16689
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,2782,3,3,16689
0,-0.8333333333333333,Taxi,0,0,Transit,2782,3,3,16689
0,-1,End,0,1,Terminal,2782,3,3,16689
0,0,Start,0,1,Terminal,2782,4,1,16690
0,-0.16666666666666666,Car,0,0,Transit,2782,4,1,16690
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,2782,4,1,16690
0,-0.5,Bus,0,0,Transit,2782,4,1,16690
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,2782,4,1,16690
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,2782,4,1,16690
0,-1,End,0,1,Terminal,2782,4,1,16690
0,0,"Start
(2 min wait)",0,1,Terminal,2782,4,2,16690
0,-0.16666666666666666,Taxi,0,0,Transit,2782,4,2,16690
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2782,4,2,16690
0,-0.5,Bus,0,0,Transit,2782,4,2,16690
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2782,4,2,16690
0,-0.8333333333333333,Bus,0,0,Transit,2782,4,2,16690
0,-1,Transfer,1,1,Node,2782,4,2,16690
0,-1.0833333333333333,Walk (2 min),0,0,Transit,2782,4,2,16690
0,-1.1666666666666667,End,0,0,Terminal,2782,4,2,16690
0,0,"Start
(10 min wait)",0,1,Terminal,2782,4,3,16690
0,-0.25,Taxi,0,0,Transit,2782,4,3,16690
0,-0.5,"Transfer
(5 min wait)",1,0,Node,2782,4,3,16690
0,-0.75,Bus,0,0,Transit,2782,4,3,16690
0,-1,Transfer,1,1,Node,2782,4,3,16690
0,-1.125,Walk (10 min),0,0,Transit,2782,4,3,16690
0,-1.25,End,0,0,Terminal,2782,4,3,16690
0,0,"Start
(5 min wait)",0,1,Terminal,2782,5,1,16691
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,2782,5,1,16691
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,2782,5,1,16691
0,-0.5,Bus,0,0,Transit,2782,5,1,16691
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,2782,5,1,16691
0,-0.8333333333333333,Bus,0,0,Transit,2782,5,1,16691
0,-1,Transfer,1,1,Node,2782,5,1,16691
0,-1.0833333333333333,Walk (2 min),0,0,Transit,2782,5,1,16691
0,-1.1666666666666667,End,0,0,Terminal,2782,5,1,16691
0,0,"Start
(2 min wait)",0,1,Terminal,2782,5,2,16691
0,-0.25,Uber/Lyft,0,0,Transit,2782,5,2,16691
0,-0.5,"Transfer
(5 min wait)",1,0,Node,2782,5,2,16691
0,-0.75,Bus,0,0,Transit,2782,5,2,16691
0,-1,Transfer,1,1,Node,2782,5,2,16691
0,-1.125,Walk (5 min),0,0,Transit,2782,5,2,16691
0,-1.25,End,0,0,Terminal,2782,5,2,16691
0,0,"Start
(10 min wait)",0,1,Terminal,2782,5,3,16691
0,-0.16666666666666666,Taxi,0,0,Transit,2782,5,3,16691
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2782,5,3,16691
0,-0.5,Bus,0,0,Transit,2782,5,3,16691
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2782,5,3,16691
0,-0.8333333333333333,Bus,0,0,Transit,2782,5,3,16691
0,-1,Transfer,1,1,Node,2782,5,3,16691
0,-1.0833333333333333,Walk (5 min),0,0,Transit,2782,5,3,16691
0,-1.1666666666666667,End,0,0,Terminal,2782,5,3,16691
0,0,Start,0,1,Terminal,2782,6,1,16692
0,-0.5,Car,0,0,Transit,2782,6,1,16692
0,-1,End,0,1,Terminal,2782,6,1,16692
0,0,Start,0,1,Terminal,2782,6,2,16692
0,-0.16666666666666666,Car,0,0,Transit,2782,6,2,16692
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2782,6,2,16692
0,-0.5,Bus,0,0,Transit,2782,6,2,16692
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,2782,6,2,16692
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,2782,6,2,16692
0,-1,End,0,1,Terminal,2782,6,2,16692
0,0,Start,0,1,Terminal,2782,6,3,16692
0,-0.16666666666666666,Car,0,0,Transit,2782,6,3,16692
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2782,6,3,16692
0,-0.5,Bus,0,0,Transit,2782,6,3,16692
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2782,6,3,16692
0,-0.8333333333333333,Taxi,0,0,Transit,2782,6,3,16692
