x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,Start,0,0,Terminal,713,1,1,4273,15,66 - 74 minutes
0,-0.08333333333333333,Walk (10 min),0,0,Transit,713,1,1,4273,15,66 - 74 minutes
0,-0.16666666666666666,"Transfer
(10 min wait)",1,1,Node,713,1,1,4273,15,66 - 74 minutes
0,-0.3333333333333333,Bus,0,0,Transit,713,1,1,4273,15,66 - 74 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,713,1,1,4273,15,66 - 74 minutes
0,-0.6666666666666666,Bus,0,0,Transit,713,1,1,4273,15,66 - 74 minutes
0,-0.8333333333333333,"Transfer
(10 min wait)",1,0,Node,713,1,1,4273,15,66 - 74 minutes
0,-0.9999999999999999,Taxi,0,0,Transit,713,1,1,4273,15,66 - 74 minutes
0,-1.1666666666666667,End,0,1,Terminal,713,1,1,4273,15,66 - 74 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,713,1,2,4273,30,65 - 79 minutes
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,713,1,2,4273,30,65 - 79 minutes
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,713,1,2,4273,30,65 - 79 minutes
0,-0.5,Bus,0,0,Transit,713,1,2,4273,30,65 - 79 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,713,1,2,4273,30,65 - 79 minutes
0,-0.8333333333333333,Bus,0,0,Transit,713,1,2,4273,30,65 - 79 minutes
0,-1,Transfer,1,1,Node,713,1,2,4273,30,65 - 79 minutes
0,-1.0833333333333333,Walk (10 min),0,0,Transit,713,1,2,4273,30,65 - 79 minutes
0,-1.1666666666666667,End,0,0,Terminal,713,1,2,4273,30,65 - 79 minutes
0,0,Start,0,0,Terminal,713,1,3,4273,30,73 - 81 minutes
0,-0.08333333333333333,Walk (5 min),0,0,Transit,713,1,3,4273,30,73 - 81 minutes
0,-0.16666666666666666,"Transfer
(5 min wait)",1,1,Node,713,1,3,4273,30,73 - 81 minutes
0,-0.3333333333333333,Bus,0,0,Transit,713,1,3,4273,30,73 - 81 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,713,1,3,4273,30,73 - 81 minutes
0,-0.6666666666666666,Bus,0,0,Transit,713,1,3,4273,30,73 - 81 minutes
0,-0.8333333333333333,"Transfer
(2 min wait)",1,0,Node,713,1,3,4273,30,73 - 81 minutes
0,-0.9999999999999999,Taxi,0,0,Transit,713,1,3,4273,30,73 - 81 minutes
0,-1.1666666666666667,End,0,1,Terminal,713,1,3,4273,30,73 - 81 minutes
0,0,Start,0,1,Terminal,713,2,1,4274,25,45 - 49 minutes
0,-0.25,Car,0,0,Transit,713,2,1,4274,25,45 - 49 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,713,2,1,4274,25,45 - 49 minutes
0,-0.75,Bus,0,0,Transit,713,2,1,4274,25,45 - 49 minutes
0,-1,Transfer,1,1,Node,713,2,1,4274,25,45 - 49 minutes
0,-1.125,Walk (2 min),0,0,Transit,713,2,1,4274,25,45 - 49 minutes
0,-1.25,End,0,0,Terminal,713,2,1,4274,25,45 - 49 minutes
0,0,Start,0,1,Terminal,713,2,2,4274,25,48 - 52 minutes
0,-0.5,Car,0,0,Transit,713,2,2,4274,25,48 - 52 minutes
0,-1,End,0,1,Terminal,713,2,2,4274,25,48 - 52 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,713,2,3,4274,25,56 - 62 minutes
0,-0.25,Uber/Lyft,0,0,Transit,713,2,3,4274,25,56 - 62 minutes
0,-0.5,"Transfer
(2 min wait)",1,0,Node,713,2,3,4274,25,56 - 62 minutes
0,-0.75,Bus,0,0,Transit,713,2,3,4274,25,56 - 62 minutes
0,-1,Transfer,1,1,Node,713,2,3,4274,25,56 - 62 minutes
0,-1.125,Walk (2 min),0,0,Transit,713,2,3,4274,25,56 - 62 minutes
0,-1.25,End,0,0,Terminal,713,2,3,4274,25,56 - 62 minutes
