x,y,label,node,line,labelType,respID,qID,altID,obsID
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,1341,2,2,8042
0,-0.5,Bus,0,0,Transit,1341,2,2,8042
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,1341,2,2,8042
0,-0.8333333333333333,Bus,0,0,Transit,1341,2,2,8042
0,-1,Transfer,1,1,Node,1341,2,2,8042
0,-1.0833333333333333,Walk (2 min),0,0,Transit,1341,2,2,8042
0,-1.1666666666666667,End,0,0,Terminal,1341,2,2,8042
0,0,Start,0,0,Terminal,1341,2,3,8042
0,-0.08333333333333333,Walk (5 min),0,0,Transit,1341,2,3,8042
0,-0.16666666666666666,"Transfer
(10 min wait)",1,1,Node,1341,2,3,8042
0,-0.3333333333333333,Bus,0,0,Transit,1341,2,3,8042
0,-0.5,"Transfer
(10 min wait)",1,0,Node,1341,2,3,8042
0,-0.6666666666666666,Bus,0,0,Transit,1341,2,3,8042
0,-0.8333333333333333,"Transfer
(5 min wait)",1,0,Node,1341,2,3,8042
0,-0.9999999999999999,Taxi,0,0,Transit,1341,2,3,8042
0,-1.1666666666666667,End,0,1,Terminal,1341,2,3,8042
0,0,Start,0,1,Terminal,1341,3,1,8043
0,-0.5,Car,0,0,Transit,1341,3,1,8043
0,-1,End,0,1,Terminal,1341,3,1,8043
0,0,Start,0,1,Terminal,1341,3,2,8043
0,-0.16666666666666666,Car,0,0,Transit,1341,3,2,8043
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,1341,3,2,8043
0,-0.5,Bus,0,0,Transit,1341,3,2,8043
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1341,3,2,8043
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,1341,3,2,8043
0,-1,End,0,1,Terminal,1341,3,2,8043
0,0,Start,0,1,Terminal,1341,3,3,8043
0,-0.5,Car,0,0,Transit,1341,3,3,8043
0,-1,End,0,1,Terminal,1341,3,3,8043
0,0,"Start
(2 min wait)",0,1,Terminal,1341,4,1,8044
0,-0.25,Uber/Lyft,0,0,Transit,1341,4,1,8044
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1341,4,1,8044
0,-0.75,Bus,0,0,Transit,1341,4,1,8044
0,-1,Transfer,1,1,Node,1341,4,1,8044
0,-1.125,Walk (5 min),0,0,Transit,1341,4,1,8044
0,-1.25,End,0,0,Terminal,1341,4,1,8044
0,0,Start,0,1,Terminal,1341,4,2,8044
0,-0.16666666666666666,Car,0,0,Transit,1341,4,2,8044
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,1341,4,2,8044
0,-0.5,Bus,0,0,Transit,1341,4,2,8044
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1341,4,2,8044
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,1341,4,2,8044
0,-1,End,0,1,Terminal,1341,4,2,8044
0,0,"Start
(5 min wait)",0,1,Terminal,1341,4,3,8044
0,-0.25,Uber/Lyft,0,0,Transit,1341,4,3,8044
0,-0.5,"Transfer
(10 min wait)",1,0,Node,1341,4,3,8044
0,-0.75,Bus,0,0,Transit,1341,4,3,8044
0,-1,Transfer,1,1,Node,1341,4,3,8044
0,-1.125,Walk (5 min),0,0,Transit,1341,4,3,8044
0,-1.25,End,0,0,Terminal,1341,4,3,8044
0,0,Start,0,0,Terminal,1341,5,1,8045
0,-0.125,Walk (5 min),0,0,Transit,1341,5,1,8045
0,-0.25,"Transfer
(10 min wait)",1,1,Node,1341,5,1,8045
0,-0.5,Bus,0,0,Transit,1341,5,1,8045
0,-0.75,"Transfer
(10 min wait)",1,0,Node,1341,5,1,8045
0,-1,Bus,0,0,Transit,1341,5,1,8045
0,-1.25,Transfer,1,1,Node,1341,5,1,8045
0,-1.375,Walk (10 min),0,0,Transit,1341,5,1,8045
0,-1.5,End,0,0,Terminal,1341,5,1,8045
0,0,"Start
(2 min wait)",0,1,Terminal,1341,5,2,8045
0,-0.25,Taxi,0,0,Transit,1341,5,2,8045
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1341,5,2,8045
0,-0.75,Bus,0,0,Transit,1341,5,2,8045
0,-1,Transfer,1,1,Node,1341,5,2,8045
0,-1.125,Walk (5 min),0,0,Transit,1341,5,2,8045
0,-1.25,End,0,0,Terminal,1341,5,2,8045
0,0,Start,0,0,Terminal,1341,5,3,8045
0,-0.08333333333333333,Walk (2 min),0,0,Transit,1341,5,3,8045
0,-0.16666666666666666,"Transfer
(2 min wait)",1,1,Node,1341,5,3,8045
0,-0.3333333333333333,Bus,0,0,Transit,1341,5,3,8045
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1341,5,3,8045
0,-0.6666666666666666,Bus,0,0,Transit,1341,5,3,8045
0,-0.8333333333333333,"Transfer
(10 min wait)",1,0,Node,1341,5,3,8045
0,-0.9999999999999999,Uber/Lyft,0,0,Transit,1341,5,3,8045
0,-1.1666666666666667,End,0,1,Terminal,1341,5,3,8045
0,0,"Start
(10 min wait)",0,1,Terminal,1341,6,1,8046
0,-0.5,Uber/Lyft,0,0,Transit,1341,6,1,8046
0,-1,End,0,1,Terminal,1341,6,1,8046
0,0,Start,0,0,Terminal,1341,6,2,8046
0,-0.25,Walk (5 min),0,0,Transit,1341,6,2,8046
0,-0.5,"Transfer
(2 min wait)",1,1,Node,1341,6,2,8046
0,-1,Bus,0,0,Transit,1341,6,2,8046
0,-1.5,Transfer,1,1,Node,1341,6,2,8046
0,-1.75,Walk (2 min),0,0,Transit,1341,6,2,8046
0,-2,End,0,0,Terminal,1341,6,2,8046
0,0,Start,0,0,Terminal,1341,6,3,8046
0,-0.25,Walk (2 min),0,0,Transit,1341,6,3,8046
0,-0.5,"Transfer
(10 min wait)",1,1,Node,1341,6,3,8046
0,-1,Bus,0,0,Transit,1341,6,3,8046
0,-1.5,Transfer,1,1,Node,1341,6,3,8046
0,-1.75,Walk (2 min),0,0,Transit,1341,6,3,8046
0,-2,End,0,0,Terminal,1341,6,3,8046
