x,y,label,node,line,labelType,respID,qID,altID,obsID
0,0,"Start
(5 min wait)",0,1,Terminal,2444,1,1,14659
0,-0.25,Uber/Lyft,0,0,Transit,2444,1,1,14659
0,-0.5,"Transfer
(10 min wait)",1,0,Node,2444,1,1,14659
0,-0.75,Bus,0,0,Transit,2444,1,1,14659
0,-1,Transfer,1,1,Node,2444,1,1,14659
0,-1.125,Walk (10 min),0,0,Transit,2444,1,1,14659
0,-1.25,End,0,0,Terminal,2444,1,1,14659
0,0,Start,0,1,Terminal,2444,1,2,14659
0,-0.16666666666666666,Car,0,0,Transit,2444,1,2,14659
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,2444,1,2,14659
0,-0.5,Bus,0,0,Transit,2444,1,2,14659
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,2444,1,2,14659
0,-0.8333333333333333,Bus,0,0,Transit,2444,1,2,14659
0,-1,Transfer,1,1,Node,2444,1,2,14659
0,-1.0833333333333333,Walk (2 min),0,0,Transit,2444,1,2,14659
0,-1.1666666666666667,End,0,0,Terminal,2444,1,2,14659
0,0,Start,0,0,Terminal,2444,1,3,14659
0,-0.08333333333333333,Walk (5 min),0,0,Transit,2444,1,3,14659
0,-0.16666666666666666,"Transfer
(5 min wait)",1,1,Node,2444,1,3,14659
0,-0.3333333333333333,Bus,0,0,Transit,2444,1,3,14659
0,-0.5,"Transfer
(5 min wait)",1,0,Node,2444,1,3,14659
0,-0.6666666666666666,Bus,0,0,Transit,2444,1,3,14659
0,-0.8333333333333333,"Transfer
(10 min wait)",1,0,Node,2444,1,3,14659
0,-0.9999999999999999,Uber/Lyft,0,0,Transit,2444,1,3,14659
0,-1.1666666666666667,End,0,1,Terminal,2444,1,3,14659
0,0,"Start
(10 min wait)",0,1,Terminal,2444,2,1,14660
0,-0.16666666666666666,Taxi,0,0,Transit,2444,2,1,14660
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2444,2,1,14660
0,-0.5,Bus,0,0,Transit,2444,2,1,14660
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2444,2,1,14660
0,-0.8333333333333333,Bus,0,0,Transit,2444,2,1,14660
0,-1,Transfer,1,1,Node,2444,2,1,14660
0,-1.0833333333333333,Walk (2 min),0,0,Transit,2444,2,1,14660
0,-1.1666666666666667,End,0,0,Terminal,2444,2,1,14660
0,0,"Start
(2 min wait)",0,1,Terminal,2444,2,2,14660
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,2444,2,2,14660
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2444,2,2,14660
0,-0.5,Bus,0,0,Transit,2444,2,2,14660
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2444,2,2,14660
0,-0.8333333333333333,Bus,0,0,Transit,2444,2,2,14660
0,-1,Transfer,1,1,Node,2444,2,2,14660
0,-1.0833333333333333,Walk (5 min),0,0,Transit,2444,2,2,14660
0,-1.1666666666666667,End,0,0,Terminal,2444,2,2,14660
0,0,Start,0,1,Terminal,2444,2,3,14660
0,-0.16666666666666666,Car,0,0,Transit,2444,2,3,14660
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,2444,2,3,14660
0,-0.5,Bus,0,0,Transit,2444,2,3,14660
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,2444,2,3,14660
0,-0.8333333333333333,Taxi,0,0,Transit,2444,2,3,14660
0,-1,End,0,1,Terminal,2444,2,3,14660
0,0,"Start
(10 min wait)",0,1,Terminal,2444,3,1,14661
0,-0.16666666666666666,Taxi,0,0,Transit,2444,3,1,14661
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,2444,3,1,14661
0,-0.5,Bus,0,0,Transit,2444,3,1,14661
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,2444,3,1,14661
0,-0.8333333333333333,Taxi,0,0,Transit,2444,3,1,14661
0,-1,End,0,1,Terminal,2444,3,1,14661
0,0,Start,0,0,Terminal,2444,3,2,14661
0,-0.25,Walk (5 min),0,0,Transit,2444,3,2,14661
0,-0.5,"Transfer
(5 min wait)",1,1,Node,2444,3,2,14661
0,-1,Bus,0,0,Transit,2444,3,2,14661
0,-1.5,Transfer,1,1,Node,2444,3,2,14661
0,-1.75,Walk (2 min),0,0,Transit,2444,3,2,14661
0,-2,End,0,0,Terminal,2444,3,2,14661
0,0,Start,0,0,Terminal,2444,3,3,14661
0,-0.08333333333333333,Walk (10 min),0,0,Transit,2444,3,3,14661
0,-0.16666666666666666,"Transfer
(5 min wait)",1,1,Node,2444,3,3,14661
0,-0.3333333333333333,Bus,0,0,Transit,2444,3,3,14661
0,-0.5,"Transfer
(5 min wait)",1,0,Node,2444,3,3,14661
0,-0.6666666666666666,Bus,0,0,Transit,2444,3,3,14661
0,-0.8333333333333333,"Transfer
(10 min wait)",1,0,Node,2444,3,3,14661
0,-0.9999999999999999,Taxi,0,0,Transit,2444,3,3,14661
0,-1.1666666666666667,End,0,1,Terminal,2444,3,3,14661
0,0,Start,0,1,Terminal,2444,4,1,14662
0,-0.16666666666666666,Car,0,0,Transit,2444,4,1,14662
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,2444,4,1,14662
0,-0.5,Bus,0,0,Transit,2444,4,1,14662
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,2444,4,1,14662
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,2444,4,1,14662
0,-1,End,0,1,Terminal,2444,4,1,14662
0,0,Start,0,0,Terminal,2444,4,2,14662
0,-0.25,Walk (5 min),0,0,Transit,2444,4,2,14662
0,-0.5,"Transfer
(5 min wait)",1,1,Node,2444,4,2,14662
0,-1,Bus,0,0,Transit,2444,4,2,14662
0,-1.5,Transfer,1,1,Node,2444,4,2,14662
0,-1.75,Walk (2 min),0,0,Transit,2444,4,2,14662
0,-2,End,0,0,Terminal,2444,4,2,14662
0,0,"Start
(10 min wait)",0,1,Terminal,2444,4,3,14662
0,-0.25,Taxi,0,0,Transit,2444,4,3,14662
0,-0.5,"Transfer
(2 min wait)",1,0,Node,2444,4,3,14662
0,-0.75,Bus,0,0,Transit,2444,4,3,14662
0,-1,Transfer,1,1,Node,2444,4,3,14662
0,-1.125,Walk (2 min),0,0,Transit,2444,4,3,14662
0,-1.25,End,0,0,Terminal,2444,4,3,14662
0,0,"Start
(2 min wait)",0,1,Terminal,2444,5,1,14663
0,-0.25,Uber/Lyft,0,0,Transit,2444,5,1,14663
0,-0.5,"Transfer
(10 min wait)",1,0,Node,2444,5,1,14663
0,-0.75,Bus,0,0,Transit,2444,5,1,14663
0,-1,Transfer,1,1,Node,2444,5,1,14663
0,-1.125,Walk (5 min),0,0,Transit,2444,5,1,14663
0,-1.25,End,0,0,Terminal,2444,5,1,14663
0,0,Start,0,1,Terminal,2444,5,2,14663
0,-0.25,Car,0,0,Transit,2444,5,2,14663
0,-0.5,"Transfer
(2 min wait)",1,0,Node,2444,5,2,14663
0,-0.75,Bus,0,0,Transit,2444,5,2,14663
0,-1,Transfer,1,1,Node,2444,5,2,14663
0,-1.125,Walk (10 min),0,0,Transit,2444,5,2,14663
0,-1.25,End,0,0,Terminal,2444,5,2,14663
0,0,Start,0,0,Terminal,2444,5,3,14663
0,-0.125,Walk (2 min),0,0,Transit,2444,5,3,14663
0,-0.25,"Transfer
(2 min wait)",1,1,Node,2444,5,3,14663
0,-0.5,Bus,0,0,Transit,2444,5,3,14663
0,-0.75,"Transfer
(2 min wait)",1,0,Node,2444,5,3,14663
0,-1,Bus,0,0,Transit,2444,5,3,14663
0,-1.25,Transfer,1,1,Node,2444,5,3,14663
0,-1.375,Walk (5 min),0,0,Transit,2444,5,3,14663
0,-1.5,End,0,0,Terminal,2444,5,3,14663
0,0,Start,0,1,Terminal,2444,6,1,14664
0,-0.16666666666666666,Car,0,0,Transit,2444,6,1,14664
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,2444,6,1,14664
0,-0.5,Bus,0,0,Transit,2444,6,1,14664
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,2444,6,1,14664
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,2444,6,1,14664
0,-1,End,0,1,Terminal,2444,6,1,14664
0,0,Start,0,1,Terminal,2444,6,2,14664
0,-0.16666666666666666,Car,0,0,Transit,2444,6,2,14664
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2444,6,2,14664
0,-0.5,Bus,0,0,Transit,2444,6,2,14664
