x,y,label,node,line,labelType,respID,qID,altID,obsID
0,-0.75,Bus,0,0,Transit,2389,4,2,14332
0,-1,Transfer,1,1,Node,2389,4,2,14332
0,-1.125,Walk (5 min),0,0,Transit,2389,4,2,14332
0,-1.25,End,0,0,Terminal,2389,4,2,14332
0,0,"Start
(10 min wait)",0,1,Terminal,2389,4,3,14332
0,-0.5,Taxi,0,0,Transit,2389,4,3,14332
0,-1,End,0,1,Terminal,2389,4,3,14332
0,0,Start,0,0,Terminal,2389,5,1,14333
0,-0.25,Walk (2 min),0,0,Transit,2389,5,1,14333
0,-0.5,"Transfer
(2 min wait)",1,1,Node,2389,5,1,14333
0,-1,Bus,0,0,Transit,2389,5,1,14333
0,-1.5,Transfer,1,1,Node,2389,5,1,14333
0,-1.75,Walk (5 min),0,0,Transit,2389,5,1,14333
0,-2,End,0,0,Terminal,2389,5,1,14333
0,0,"Start
(10 min wait)",0,1,Terminal,2389,5,2,14333
0,-0.5,Uber/Lyft,0,0,Transit,2389,5,2,14333
0,-1,End,0,1,Terminal,2389,5,2,14333
0,0,Start,0,0,Terminal,2389,5,3,14333
0,-0.125,Walk (5 min),0,0,Transit,2389,5,3,14333
0,-0.25,"Transfer
(5 min wait)",1,1,Node,2389,5,3,14333
0,-0.5,Bus,0,0,Transit,2389,5,3,14333
0,-0.75,"Transfer
(5 min wait)",1,0,Node,2389,5,3,14333
0,-1,Bus,0,0,Transit,2389,5,3,14333
0,-1.25,Transfer,1,1,Node,2389,5,3,14333
0,-1.375,Walk (2 min),0,0,Transit,2389,5,3,14333
0,-1.5,End,0,0,Terminal,2389,5,3,14333
0,0,"Start
(2 min wait)",0,1,Terminal,2389,6,1,14334
0,-0.16666666666666666,Taxi,0,0,Transit,2389,6,1,14334
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2389,6,1,14334
0,-0.5,Bus,0,0,Transit,2389,6,1,14334
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2389,6,1,14334
0,-0.8333333333333333,Bus,0,0,Transit,2389,6,1,14334
0,-1,Transfer,1,1,Node,2389,6,1,14334
0,-1.0833333333333333,Walk (2 min),0,0,Transit,2389,6,1,14334
0,-1.1666666666666667,End,0,0,Terminal,2389,6,1,14334
0,0,Start,0,0,Terminal,2389,6,2,14334
0,-0.125,Walk (10 min),0,0,Transit,2389,6,2,14334
0,-0.25,"Transfer
(5 min wait)",1,1,Node,2389,6,2,14334
0,-0.5,Bus,0,0,Transit,2389,6,2,14334
0,-0.75,"Transfer
(5 min wait)",1,0,Node,2389,6,2,14334
0,-1,Bus,0,0,Transit,2389,6,2,14334
0,-1.25,Transfer,1,1,Node,2389,6,2,14334
0,-1.375,Walk (10 min),0,0,Transit,2389,6,2,14334
0,-1.5,End,0,0,Terminal,2389,6,2,14334
0,0,Start,0,0,Terminal,2389,6,3,14334
0,-0.08333333333333333,Walk (10 min),0,0,Transit,2389,6,3,14334
0,-0.16666666666666666,"Transfer
(5 min wait)",1,1,Node,2389,6,3,14334
0,-0.3333333333333333,Bus,0,0,Transit,2389,6,3,14334
0,-0.5,"Transfer
(5 min wait)",1,0,Node,2389,6,3,14334
0,-0.6666666666666666,Bus,0,0,Transit,2389,6,3,14334
0,-0.8333333333333333,"Transfer
(5 min wait)",1,0,Node,2389,6,3,14334
0,-0.9999999999999999,Uber/Lyft,0,0,Transit,2389,6,3,14334
0,-1.1666666666666667,End,0,1,Terminal,2389,6,3,14334
