x,y,label,node,line,labelType,respID,qID,altID,obsID
0,0,Start,0,0,Terminal,1468,1,1,8803
0,-0.125,Walk (2 min),0,0,Transit,1468,1,1,8803
0,-0.25,"Transfer
(10 min wait)",1,1,Node,1468,1,1,8803
0,-0.5,Bus,0,0,Transit,1468,1,1,8803
0,-0.75,"Transfer
(10 min wait)",1,0,Node,1468,1,1,8803
0,-1,Bus,0,0,Transit,1468,1,1,8803
0,-1.25,Transfer,1,1,Node,1468,1,1,8803
0,-1.375,Walk (10 min),0,0,Transit,1468,1,1,8803
0,-1.5,End,0,0,Terminal,1468,1,1,8803
0,0,"Start
(10 min wait)",0,1,Terminal,1468,1,2,8803
0,-0.16666666666666666,Taxi,0,0,Transit,1468,1,2,8803
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,1468,1,2,8803
0,-0.5,Bus,0,0,Transit,1468,1,2,8803
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,1468,1,2,8803
0,-0.8333333333333333,Bus,0,0,Transit,1468,1,2,8803
0,-1,Transfer,1,1,Node,1468,1,2,8803
0,-1.0833333333333333,Walk (2 min),0,0,Transit,1468,1,2,8803
0,-1.1666666666666667,End,0,0,Terminal,1468,1,2,8803
0,0,"Start
(10 min wait)",0,1,Terminal,1468,1,3,8803
0,-0.5,Uber/Lyft,0,0,Transit,1468,1,3,8803
0,-1,End,0,1,Terminal,1468,1,3,8803
0,0,Start,0,1,Terminal,1468,2,1,8804
0,-0.16666666666666666,Car,0,0,Transit,1468,2,1,8804
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,1468,2,1,8804
0,-0.5,Bus,0,0,Transit,1468,2,1,8804
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1468,2,1,8804
0,-0.8333333333333333,Taxi,0,0,Transit,1468,2,1,8804
0,-1,End,0,1,Terminal,1468,2,1,8804
0,0,Start,0,1,Terminal,1468,2,2,8804
0,-0.16666666666666666,Car,0,0,Transit,1468,2,2,8804
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,1468,2,2,8804
0,-0.5,Bus,0,0,Transit,1468,2,2,8804
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,1468,2,2,8804
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,1468,2,2,8804
0,-1,End,0,1,Terminal,1468,2,2,8804
0,0,Start,0,1,Terminal,1468,2,3,8804
0,-0.16666666666666666,Car,0,0,Transit,1468,2,3,8804
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,1468,2,3,8804
0,-0.5,Bus,0,0,Transit,1468,2,3,8804
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,1468,2,3,8804
0,-0.8333333333333333,Taxi,0,0,Transit,1468,2,3,8804
0,-1,End,0,1,Terminal,1468,2,3,8804
0,0,Start,0,0,Terminal,1468,3,1,8805
0,-0.25,Walk (5 min),0,0,Transit,1468,3,1,8805
0,-0.5,"Transfer
(5 min wait)",1,1,Node,1468,3,1,8805
0,-1,Bus,0,0,Transit,1468,3,1,8805
0,-1.5,Transfer,1,1,Node,1468,3,1,8805
0,-1.75,Walk (10 min),0,0,Transit,1468,3,1,8805
0,-2,End,0,0,Terminal,1468,3,1,8805
0,0,"Start
(10 min wait)",0,1,Terminal,1468,3,2,8805
0,-0.25,Uber/Lyft,0,0,Transit,1468,3,2,8805
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1468,3,2,8805
0,-0.75,Bus,0,0,Transit,1468,3,2,8805
0,-1,Transfer,1,1,Node,1468,3,2,8805
0,-1.125,Walk (2 min),0,0,Transit,1468,3,2,8805
0,-1.25,End,0,0,Terminal,1468,3,2,8805
0,0,"Start
(10 min wait)",0,1,Terminal,1468,3,3,8805
0,-0.5,Uber/Lyft,0,0,Transit,1468,3,3,8805
0,-1,End,0,1,Terminal,1468,3,3,8805
0,0,"Start
(2 min wait)",0,1,Terminal,1468,4,1,8806
0,-0.25,Uber/Lyft,0,0,Transit,1468,4,1,8806
0,-0.5,"Transfer
(10 min wait)",1,0,Node,1468,4,1,8806
0,-0.75,Bus,0,0,Transit,1468,4,1,8806
0,-1,Transfer,1,1,Node,1468,4,1,8806
0,-1.125,Walk (2 min),0,0,Transit,1468,4,1,8806
0,-1.25,End,0,0,Terminal,1468,4,1,8806
0,0,Start,0,1,Terminal,1468,4,2,8806
0,-0.16666666666666666,Car,0,0,Transit,1468,4,2,8806
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,1468,4,2,8806
0,-0.5,Bus,0,0,Transit,1468,4,2,8806
