x,y,label,node,line,labelType,respID,qID,altID,obsID
0,0,Start,0,1,Terminal,1363,1,1,8173
0,-0.16666666666666666,Car,0,0,Transit,1363,1,1,8173
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,1363,1,1,8173
0,-0.5,Bus,0,0,Transit,1363,1,1,8173
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,1363,1,1,8173
0,-0.8333333333333333,Bus,0,0,Transit,1363,1,1,8173
0,-1,Transfer,1,1,Node,1363,1,1,8173
0,-1.0833333333333333,Walk (5 min),0,0,Transit,1363,1,1,8173
0,-1.1666666666666667,End,0,0,Terminal,1363,1,1,8173
0,0,Start,0,1,Terminal,1363,1,2,8173
0,-0.25,Car,0,0,Transit,1363,1,2,8173
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1363,1,2,8173
0,-0.75,Bus,0,0,Transit,1363,1,2,8173
0,-1,Transfer,1,1,Node,1363,1,2,8173
0,-1.125,Walk (10 min),0,0,Transit,1363,1,2,8173
0,-1.25,End,0,0,Terminal,1363,1,2,8173
0,0,Start,0,1,Terminal,1363,1,3,8173
0,-0.25,Car,0,0,Transit,1363,1,3,8173
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1363,1,3,8173
0,-0.75,Bus,0,0,Transit,1363,1,3,8173
0,-1,Transfer,1,1,Node,1363,1,3,8173
0,-1.125,Walk (2 min),0,0,Transit,1363,1,3,8173
0,-1.25,End,0,0,Terminal,1363,1,3,8173
0,0,"Start
(5 min wait)",0,1,Terminal,1363,2,1,8174
0,-0.25,Taxi,0,0,Transit,1363,2,1,8174
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1363,2,1,8174
0,-0.75,Bus,0,0,Transit,1363,2,1,8174
0,-1,Transfer,1,1,Node,1363,2,1,8174
0,-1.125,Walk (2 min),0,0,Transit,1363,2,1,8174
0,-1.25,End,0,0,Terminal,1363,2,1,8174
0,0,"Start
(5 min wait)",0,1,Terminal,1363,2,2,8174
0,-0.16666666666666666,Taxi,0,0,Transit,1363,2,2,8174
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,1363,2,2,8174
0,-0.5,Bus,0,0,Transit,1363,2,2,8174
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1363,2,2,8174
0,-0.8333333333333333,Bus,0,0,Transit,1363,2,2,8174
0,-1,Transfer,1,1,Node,1363,2,2,8174
0,-1.0833333333333333,Walk (10 min),0,0,Transit,1363,2,2,8174
0,-1.1666666666666667,End,0,0,Terminal,1363,2,2,8174
0,0,"Start
(5 min wait)",0,1,Terminal,1363,2,3,8174
0,-0.25,Taxi,0,0,Transit,1363,2,3,8174
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1363,2,3,8174
0,-0.75,Bus,0,0,Transit,1363,2,3,8174
0,-1,Transfer,1,1,Node,1363,2,3,8174
