x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,"Start
(5 min wait)",0,1,Terminal,2046,1,1,12271,10,72 - 88 minutes
0,-0.25,Taxi,0,0,Transit,2046,1,1,12271,10,72 - 88 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,2046,1,1,12271,10,72 - 88 minutes
0,-0.75,Bus,0,0,Transit,2046,1,1,12271,10,72 - 88 minutes
0,-1,Transfer,1,1,Node,2046,1,1,12271,10,72 - 88 minutes
0,-1.125,"Walk
(10 min)",0,0,Transit,2046,1,1,12271,10,72 - 88 minutes
0,-1.25,End,0,0,Terminal,2046,1,1,12271,10,72 - 88 minutes
0,0,Start,0,0,Terminal,2046,1,2,12271,20,59 - 65 minutes
0,-0.08333333333333333,"Walk
(2 min)",0,0,Transit,2046,1,2,12271,20,59 - 65 minutes
0,-0.16666666666666666,"Transfer
(10 min wait)",1,1,Node,2046,1,2,12271,20,59 - 65 minutes
0,-0.3333333333333333,Bus,0,0,Transit,2046,1,2,12271,20,59 - 65 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,2046,1,2,12271,20,59 - 65 minutes
0,-0.6666666666666666,Bus,0,0,Transit,2046,1,2,12271,20,59 - 65 minutes
0,-0.8333333333333333,"Transfer
(10 min wait)",1,0,Node,2046,1,2,12271,20,59 - 65 minutes
0,-0.9999999999999999,Bus,0,0,Transit,2046,1,2,12271,20,59 - 65 minutes
0,-1.1666666666666667,Transfer,1,1,Node,2046,1,2,12271,20,59 - 65 minutes
0,-1.25,"Walk
(10 min)",0,0,Transit,2046,1,2,12271,20,59 - 65 minutes
0,-1.3333333333333335,End,0,0,Terminal,2046,1,2,12271,20,59 - 65 minutes
0,0,Start,0,1,Terminal,2046,1,3,12271,30,34 - 50 minutes
0,-0.16666666666666666,Car,0,0,Transit,2046,1,3,12271,30,34 - 50 minutes
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2046,1,3,12271,30,34 - 50 minutes
0,-0.5,Bus,0,0,Transit,2046,1,3,12271,30,34 - 50 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,2046,1,3,12271,30,34 - 50 minutes
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,2046,1,3,12271,30,34 - 50 minutes
0,-1,End,0,1,Terminal,2046,1,3,12271,30,34 - 50 minutes
0,0,Start,0,1,Terminal,2046,2,1,12272,15,32 - 48 minutes
0,-0.5,Car,0,0,Transit,2046,2,1,12272,15,32 - 48 minutes
0,-1,End,0,1,Terminal,2046,2,1,12272,15,32 - 48 minutes
0,0,Start,0,1,Terminal,2046,2,2,12272,20,32 - 48 minutes
0,-0.5,Car,0,0,Transit,2046,2,2,12272,20,32 - 48 minutes
0,-1,End,0,1,Terminal,2046,2,2,12272,20,32 - 48 minutes
0,0,Start,0,1,Terminal,2046,2,3,12272,30,19 - 21 minutes
0,-0.5,Car,0,0,Transit,2046,2,3,12272,30,19 - 21 minutes
0,-1,End,0,1,Terminal,2046,2,3,12272,30,19 - 21 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,2046,3,1,12273,30,32 - 48 minutes
0,-0.5,Taxi,0,0,Transit,2046,3,1,12273,30,32 - 48 minutes
0,-1,End,0,1,Terminal,2046,3,1,12273,30,32 - 48 minutes
0,0,Start,0,0,Terminal,2046,3,2,12273,10,53 - 79 minutes
0,-0.08333333333333333,"Walk
(10 min)",0,0,Transit,2046,3,2,12273,10,53 - 79 minutes
0,-0.16666666666666666,"Transfer
(2 min wait)",1,1,Node,2046,3,2,12273,10,53 - 79 minutes
0,-0.3333333333333333,Bus,0,0,Transit,2046,3,2,12273,10,53 - 79 minutes
0,-0.5,"Transfer
(2 min wait)",1,0,Node,2046,3,2,12273,10,53 - 79 minutes
0,-0.6666666666666666,Bus,0,0,Transit,2046,3,2,12273,10,53 - 79 minutes
0,-0.8333333333333333,"Transfer
(2 min wait)",1,0,Node,2046,3,2,12273,10,53 - 79 minutes
0,-0.9999999999999999,Bus,0,0,Transit,2046,3,2,12273,10,53 - 79 minutes
0,-1.1666666666666667,Transfer,1,1,Node,2046,3,2,12273,10,53 - 79 minutes
0,-1.25,"Walk
(10 min)",0,0,Transit,2046,3,2,12273,10,53 - 79 minutes
0,-1.3333333333333335,End,0,0,Terminal,2046,3,2,12273,10,53 - 79 minutes
0,0,Start,0,0,Terminal,2046,3,3,12273,25,49 - 59 minutes
0,-0.08333333333333333,"Walk
(2 min)",0,0,Transit,2046,3,3,12273,25,49 - 59 minutes
0,-0.16666666666666666,"Transfer
(10 min wait)",1,1,Node,2046,3,3,12273,25,49 - 59 minutes
0,-0.3333333333333333,Bus,0,0,Transit,2046,3,3,12273,25,49 - 59 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,2046,3,3,12273,25,49 - 59 minutes
0,-0.6666666666666666,Bus,0,0,Transit,2046,3,3,12273,25,49 - 59 minutes
0,-0.8333333333333333,"Transfer
(2 min wait)",1,0,Node,2046,3,3,12273,25,49 - 59 minutes
0,-0.9999999999999999,Uber/Lyft,0,0,Transit,2046,3,3,12273,25,49 - 59 minutes
0,-1.1666666666666667,End,0,1,Terminal,2046,3,3,12273,25,49 - 59 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,2046,4,1,12274,15,64 - 70 minutes
0,-0.25,Uber/Lyft,0,0,Transit,2046,4,1,12274,15,64 - 70 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,2046,4,1,12274,15,64 - 70 minutes
0,-0.75,Bus,0,0,Transit,2046,4,1,12274,15,64 - 70 minutes
0,-1,Transfer,1,1,Node,2046,4,1,12274,15,64 - 70 minutes
0,-1.125,"Walk
(10 min)",0,0,Transit,2046,4,1,12274,15,64 - 70 minutes
0,-1.25,End,0,0,Terminal,2046,4,1,12274,15,64 - 70 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,2046,4,2,12274,10,18 - 26 minutes
0,-0.5,Taxi,0,0,Transit,2046,4,2,12274,10,18 - 26 minutes
0,-1,End,0,1,Terminal,2046,4,2,12274,10,18 - 26 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,2046,4,3,12274,20,73 - 81 minutes
0,-0.25,Taxi,0,0,Transit,2046,4,3,12274,20,73 - 81 minutes
0,-0.5,"Transfer
(2 min wait)",1,0,Node,2046,4,3,12274,20,73 - 81 minutes
0,-0.75,Bus,0,0,Transit,2046,4,3,12274,20,73 - 81 minutes
0,-1,Transfer,1,1,Node,2046,4,3,12274,20,73 - 81 minutes
0,-1.125,"Walk
(5 min)",0,0,Transit,2046,4,3,12274,20,73 - 81 minutes
0,-1.25,End,0,0,Terminal,2046,4,3,12274,20,73 - 81 minutes
0,0,Start,0,1,Terminal,2046,5,1,12275,25,23 - 29 minutes
0,-0.16666666666666666,Car,0,0,Transit,2046,5,1,12275,25,23 - 29 minutes
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2046,5,1,12275,25,23 - 29 minutes
0,-0.5,Bus,0,0,Transit,2046,5,1,12275,25,23 - 29 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2046,5,1,12275,25,23 - 29 minutes
0,-0.8333333333333333,Bus,0,0,Transit,2046,5,1,12275,25,23 - 29 minutes
0,-1,Transfer,1,1,Node,2046,5,1,12275,25,23 - 29 minutes
0,-1.0833333333333333,"Walk
(2 min)",0,0,Transit,2046,5,1,12275,25,23 - 29 minutes
0,-1.1666666666666667,End,0,0,Terminal,2046,5,1,12275,25,23 - 29 minutes
0,0,Start,0,1,Terminal,2046,5,2,12275,20,32 - 48 minutes
0,-0.16666666666666666,Car,0,0,Transit,2046,5,2,12275,20,32 - 48 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,2046,5,2,12275,20,32 - 48 minutes
0,-0.5,Bus,0,0,Transit,2046,5,2,12275,20,32 - 48 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,2046,5,2,12275,20,32 - 48 minutes
0,-0.8333333333333333,Taxi,0,0,Transit,2046,5,2,12275,20,32 - 48 minutes
0,-1,End,0,1,Terminal,2046,5,2,12275,20,32 - 48 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,2046,5,3,12275,10,28 - 42 minutes
0,-0.5,Taxi,0,0,Transit,2046,5,3,12275,10,28 - 42 minutes
0,-1,End,0,1,Terminal,2046,5,3,12275,10,28 - 42 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,2046,6,1,12276,25,24 - 36 minutes
0,-0.5,Taxi,0,0,Transit,2046,6,1,12276,25,24 - 36 minutes
0,-1,End,0,1,Terminal,2046,6,1,12276,25,24 - 36 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,2046,6,2,12276,30,34 - 38 minutes
0,-0.16666666666666666,Taxi,0,0,Transit,2046,6,2,12276,30,34 - 38 minutes
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,2046,6,2,12276,30,34 - 38 minutes
0,-0.5,Bus,0,0,Transit,2046,6,2,12276,30,34 - 38 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2046,6,2,12276,30,34 - 38 minutes
0,-0.8333333333333333,Bus,0,0,Transit,2046,6,2,12276,30,34 - 38 minutes
0,-1,Transfer,1,1,Node,2046,6,2,12276,30,34 - 38 minutes
0,-1.0833333333333333,"Walk
(2 min)",0,0,Transit,2046,6,2,12276,30,34 - 38 minutes
0,-1.1666666666666667,End,0,0,Terminal,2046,6,2,12276,30,34 - 38 minutes
0,0,Start,0,1,Terminal,2046,6,3,12276,10,42 - 52 minutes
0,-0.25,Car,0,0,Transit,2046,6,3,12276,10,42 - 52 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,2046,6,3,12276,10,42 - 52 minutes
0,-0.75,Bus,0,0,Transit,2046,6,3,12276,10,42 - 52 minutes
0,-1,Transfer,1,1,Node,2046,6,3,12276,10,42 - 52 minutes
0,-1.125,"Walk
(2 min)",0,0,Transit,2046,6,3,12276,10,42 - 52 minutes
0,-1.25,End,0,0,Terminal,2046,6,3,12276,10,42 - 52 minutes
