x,y,label,node,line,labelType,respID,qID,altID,obsID
0,0,"Start
(10 min wait)",0,1,Terminal,471,1,1,2821
0,-0.5,Uber/Lyft,0,0,Transit,471,1,1,2821
0,-1,End,0,1,Terminal,471,1,1,2821
0,0,"Start
(10 min wait)",0,1,Terminal,471,1,2,2821
0,-0.25,Taxi,0,0,Transit,471,1,2,2821
0,-0.5,"Transfer
(5 min wait)",1,0,Node,471,1,2,2821
0,-0.75,Bus,0,0,Transit,471,1,2,2821
0,-1,Transfer,1,1,Node,471,1,2,2821
0,-1.125,Walk (2 min),0,0,Transit,471,1,2,2821
0,-1.25,End,0,0,Terminal,471,1,2,2821
0,0,Start,0,0,Terminal,471,1,3,2821
0,-0.25,Walk (2 min),0,0,Transit,471,1,3,2821
0,-0.5,"Transfer
(5 min wait)",1,1,Node,471,1,3,2821
0,-1,Bus,0,0,Transit,471,1,3,2821
0,-1.5,Transfer,1,1,Node,471,1,3,2821
0,-1.75,Walk (5 min),0,0,Transit,471,1,3,2821
0,-2,End,0,0,Terminal,471,1,3,2821
0,0,"Start
(5 min wait)",0,1,Terminal,471,2,1,2822
0,-0.25,Uber/Lyft,0,0,Transit,471,2,1,2822
0,-0.5,"Transfer
(10 min wait)",1,0,Node,471,2,1,2822
0,-0.75,Bus,0,0,Transit,471,2,1,2822
0,-1,Transfer,1,1,Node,471,2,1,2822
0,-1.125,Walk (2 min),0,0,Transit,471,2,1,2822
0,-1.25,End,0,0,Terminal,471,2,1,2822
0,0,Start,0,1,Terminal,471,2,2,2822
0,-0.16666666666666666,Car,0,0,Transit,471,2,2,2822
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,471,2,2,2822
0,-0.5,Bus,0,0,Transit,471,2,2,2822
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,471,2,2,2822
0,-0.8333333333333333,Bus,0,0,Transit,471,2,2,2822
0,-1,Transfer,1,1,Node,471,2,2,2822
0,-1.0833333333333333,Walk (10 min),0,0,Transit,471,2,2,2822
0,-1.1666666666666667,End,0,0,Terminal,471,2,2,2822
0,0,Start,0,1,Terminal,471,2,3,2822
0,-0.16666666666666666,Car,0,0,Transit,471,2,3,2822
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,471,2,3,2822
0,-0.5,Bus,0,0,Transit,471,2,3,2822
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,471,2,3,2822
0,-0.8333333333333333,Bus,0,0,Transit,471,2,3,2822
0,-1,Transfer,1,1,Node,471,2,3,2822
0,-1.0833333333333333,Walk (10 min),0,0,Transit,471,2,3,2822
0,-1.1666666666666667,End,0,0,Terminal,471,2,3,2822
0,0,Start,0,1,Terminal,471,3,1,2823
0,-0.16666666666666666,Car,0,0,Transit,471,3,1,2823
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,471,3,1,2823
0,-0.5,Bus,0,0,Transit,471,3,1,2823
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,471,3,1,2823
0,-0.8333333333333333,Bus,0,0,Transit,471,3,1,2823
0,-1,Transfer,1,1,Node,471,3,1,2823
0,-1.0833333333333333,Walk (10 min),0,0,Transit,471,3,1,2823
0,-1.1666666666666667,End,0,0,Terminal,471,3,1,2823
0,0,Start,0,0,Terminal,471,3,2,2823
0,-0.25,Walk (10 min),0,0,Transit,471,3,2,2823
0,-0.5,"Transfer
(2 min wait)",1,1,Node,471,3,2,2823
0,-1,Bus,0,0,Transit,471,3,2,2823
0,-1.5,Transfer,1,1,Node,471,3,2,2823
0,-1.75,Walk (5 min),0,0,Transit,471,3,2,2823
0,-2,End,0,0,Terminal,471,3,2,2823
0,0,Start,0,1,Terminal,471,3,3,2823
0,-0.16666666666666666,Car,0,0,Transit,471,3,3,2823
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,471,3,3,2823
0,-0.5,Bus,0,0,Transit,471,3,3,2823
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,471,3,3,2823
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,471,3,3,2823
0,-1,End,0,1,Terminal,471,3,3,2823
0,0,Start,0,1,Terminal,471,4,1,2824
0,-0.16666666666666666,Car,0,0,Transit,471,4,1,2824
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,471,4,1,2824
0,-0.5,Bus,0,0,Transit,471,4,1,2824
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,471,4,1,2824
0,-0.8333333333333333,Bus,0,0,Transit,471,4,1,2824
0,-1,Transfer,1,1,Node,471,4,1,2824
0,-1.0833333333333333,Walk (10 min),0,0,Transit,471,4,1,2824
0,-1.1666666666666667,End,0,0,Terminal,471,4,1,2824
0,0,Start,0,0,Terminal,471,4,2,2824
0,-0.25,Walk (2 min),0,0,Transit,471,4,2,2824
0,-0.5,"Transfer
(2 min wait)",1,1,Node,471,4,2,2824
0,-1,Bus,0,0,Transit,471,4,2,2824
0,-1.5,Transfer,1,1,Node,471,4,2,2824
0,-1.75,Walk (10 min),0,0,Transit,471,4,2,2824
0,-2,End,0,0,Terminal,471,4,2,2824
0,0,"Start
(2 min wait)",0,1,Terminal,471,4,3,2824
0,-0.5,Taxi,0,0,Transit,471,4,3,2824
0,-1,End,0,1,Terminal,471,4,3,2824
0,0,"Start
(5 min wait)",0,1,Terminal,471,5,1,2825
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,471,5,1,2825
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,471,5,1,2825
0,-0.5,Bus,0,0,Transit,471,5,1,2825
