x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,Start,0,0,Terminal,2674,1,1,16039,30,56 - 62 minutes
0,-0.25,"Walk
(2 min)",0,0,Transit,2674,1,1,16039,30,56 - 62 minutes
0,-0.5,"Transfer
(5 min wait)",1,1,Node,2674,1,1,16039,30,56 - 62 minutes
0,-1,Bus,0,0,Transit,2674,1,1,16039,30,56 - 62 minutes
0,-1.5,Transfer,1,1,Node,2674,1,1,16039,30,56 - 62 minutes
0,-1.75,"Walk
(2 min)",0,0,Transit,2674,1,1,16039,30,56 - 62 minutes
0,-2,End,0,0,Terminal,2674,1,1,16039,30,56 - 62 minutes
0,0,Start,0,1,Terminal,2674,1,2,16039,20,42 - 52 minutes
0,-0.16666666666666666,Car,0,0,Transit,2674,1,2,16039,20,42 - 52 minutes
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,2674,1,2,16039,20,42 - 52 minutes
0,-0.5,Bus,0,0,Transit,2674,1,2,16039,20,42 - 52 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,2674,1,2,16039,20,42 - 52 minutes
0,-0.8333333333333333,Taxi,0,0,Transit,2674,1,2,16039,20,42 - 52 minutes
0,-1,End,0,1,Terminal,2674,1,2,16039,20,42 - 52 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,2674,1,3,16039,15,43 - 47 minutes
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,2674,1,3,16039,15,43 - 47 minutes
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,2674,1,3,16039,15,43 - 47 minutes
0,-0.5,Bus,0,0,Transit,2674,1,3,16039,15,43 - 47 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,2674,1,3,16039,15,43 - 47 minutes
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,2674,1,3,16039,15,43 - 47 minutes
0,-1,End,0,1,Terminal,2674,1,3,16039,15,43 - 47 minutes
0,0,Start,0,1,Terminal,2674,2,1,16040,10,36 - 44 minutes
0,-0.5,Car,0,0,Transit,2674,2,1,16040,10,36 - 44 minutes
0,-1,End,0,1,Terminal,2674,2,1,16040,10,36 - 44 minutes
0,0,Start,0,0,Terminal,2674,2,2,16040,10,68 - 82 minutes
0,-0.25,"Walk
(5 min)",0,0,Transit,2674,2,2,16040,10,68 - 82 minutes
0,-0.5,"Transfer
(10 min wait)",1,1,Node,2674,2,2,16040,10,68 - 82 minutes
0,-1,Bus,0,0,Transit,2674,2,2,16040,10,68 - 82 minutes
0,-1.5,Transfer,1,1,Node,2674,2,2,16040,10,68 - 82 minutes
0,-1.75,"Walk
(10 min)",0,0,Transit,2674,2,2,16040,10,68 - 82 minutes
0,-2,End,0,0,Terminal,2674,2,2,16040,10,68 - 82 minutes
