x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,"Start
(2 min wait)",0,1,Terminal,770,1,1,4615,20,44 - 54 minutes
0,-0.25,Taxi,0,0,Transit,770,1,1,4615,20,44 - 54 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,770,1,1,4615,20,44 - 54 minutes
0,-0.75,Bus,0,0,Transit,770,1,1,4615,20,44 - 54 minutes
0,-1,Transfer,1,1,Node,770,1,1,4615,20,44 - 54 minutes
0,-1.125,"Walk
(2 min)",0,0,Transit,770,1,1,4615,20,44 - 54 minutes
0,-1.25,End,0,0,Terminal,770,1,1,4615,20,44 - 54 minutes
0,0,Start,0,1,Terminal,770,1,2,4615,30,24 - 30 minutes
0,-0.25,Car,0,0,Transit,770,1,2,4615,30,24 - 30 minutes
0,-0.5,"Transfer
(2 min wait)",1,0,Node,770,1,2,4615,30,24 - 30 minutes
0,-0.75,Bus,0,0,Transit,770,1,2,4615,30,24 - 30 minutes
0,-1,Transfer,1,1,Node,770,1,2,4615,30,24 - 30 minutes
0,-1.125,"Walk
(5 min)",0,0,Transit,770,1,2,4615,30,24 - 30 minutes
0,-1.25,End,0,0,Terminal,770,1,2,4615,30,24 - 30 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,770,1,3,4615,30,20 - 24 minutes
0,-0.5,Uber/Lyft,0,0,Transit,770,1,3,4615,30,20 - 24 minutes
0,-1,End,0,1,Terminal,770,1,3,4615,30,20 - 24 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,770,2,1,4616,15,23 - 35 minutes
0,-0.25,Uber/Lyft,0,0,Transit,770,2,1,4616,15,23 - 35 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,770,2,1,4616,15,23 - 35 minutes
0,-0.75,Bus,0,0,Transit,770,2,1,4616,15,23 - 35 minutes
0,-1,Transfer,1,1,Node,770,2,1,4616,15,23 - 35 minutes
0,-1.125,"Walk
(2 min)",0,0,Transit,770,2,1,4616,15,23 - 35 minutes
0,-1.25,End,0,0,Terminal,770,2,1,4616,15,23 - 35 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,770,2,2,4616,10,43 - 47 minutes
0,-0.16666666666666666,Taxi,0,0,Transit,770,2,2,4616,10,43 - 47 minutes
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,770,2,2,4616,10,43 - 47 minutes
0,-0.5,Bus,0,0,Transit,770,2,2,4616,10,43 - 47 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,770,2,2,4616,10,43 - 47 minutes
0,-0.8333333333333333,Bus,0,0,Transit,770,2,2,4616,10,43 - 47 minutes
0,-1,Transfer,1,1,Node,770,2,2,4616,10,43 - 47 minutes
0,-1.0833333333333333,"Walk
(5 min)",0,0,Transit,770,2,2,4616,10,43 - 47 minutes
0,-1.1666666666666667,End,0,0,Terminal,770,2,2,4616,10,43 - 47 minutes
0,0,Start,0,0,Terminal,770,2,3,4616,30,44 - 54 minutes
0,-0.25,"Walk
(5 min)",0,0,Transit,770,2,3,4616,30,44 - 54 minutes
0,-0.5,"Transfer
(2 min wait)",1,1,Node,770,2,3,4616,30,44 - 54 minutes
0,-1,Bus,0,0,Transit,770,2,3,4616,30,44 - 54 minutes
0,-1.5,Transfer,1,1,Node,770,2,3,4616,30,44 - 54 minutes
0,-1.75,"Walk
(2 min)",0,0,Transit,770,2,3,4616,30,44 - 54 minutes
0,-2,End,0,0,Terminal,770,2,3,4616,30,44 - 54 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,770,3,1,4617,30,72 - 88 minutes
0,-0.16666666666666666,Taxi,0,0,Transit,770,3,1,4617,30,72 - 88 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,770,3,1,4617,30,72 - 88 minutes
0,-0.5,Bus,0,0,Transit,770,3,1,4617,30,72 - 88 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,770,3,1,4617,30,72 - 88 minutes
0,-0.8333333333333333,Taxi,0,0,Transit,770,3,1,4617,30,72 - 88 minutes
0,-1,End,0,1,Terminal,770,3,1,4617,30,72 - 88 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,770,3,2,4617,10,72 - 88 minutes
0,-0.25,Uber/Lyft,0,0,Transit,770,3,2,4617,10,72 - 88 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,770,3,2,4617,10,72 - 88 minutes
0,-0.75,Bus,0,0,Transit,770,3,2,4617,10,72 - 88 minutes
0,-1,Transfer,1,1,Node,770,3,2,4617,10,72 - 88 minutes
0,-1.125,"Walk
(5 min)",0,0,Transit,770,3,2,4617,10,72 - 88 minutes
0,-1.25,End,0,0,Terminal,770,3,2,4617,10,72 - 88 minutes
0,0,Start,0,0,Terminal,770,3,3,4617,25,86 - 94 minutes
0,-0.25,"Walk
(10 min)",0,0,Transit,770,3,3,4617,25,86 - 94 minutes
0,-0.5,"Transfer
(10 min wait)",1,1,Node,770,3,3,4617,25,86 - 94 minutes
0,-1,Bus,0,0,Transit,770,3,3,4617,25,86 - 94 minutes
0,-1.5,Transfer,1,1,Node,770,3,3,4617,25,86 - 94 minutes
0,-1.75,"Walk
(10 min)",0,0,Transit,770,3,3,4617,25,86 - 94 minutes
0,-2,End,0,0,Terminal,770,3,3,4617,25,86 - 94 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,770,4,1,4618,25,38 - 46 minutes
0,-0.5,Taxi,0,0,Transit,770,4,1,4618,25,38 - 46 minutes
0,-1,End,0,1,Terminal,770,4,1,4618,25,38 - 46 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,770,4,2,4618,15,71 - 79 minutes
0,-0.25,Taxi,0,0,Transit,770,4,2,4618,15,71 - 79 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,770,4,2,4618,15,71 - 79 minutes
0,-0.75,Bus,0,0,Transit,770,4,2,4618,15,71 - 79 minutes
0,-1,Transfer,1,1,Node,770,4,2,4618,15,71 - 79 minutes
0,-1.125,"Walk
(10 min)",0,0,Transit,770,4,2,4618,15,71 - 79 minutes
0,-1.25,End,0,0,Terminal,770,4,2,4618,15,71 - 79 minutes
0,0,Start,0,0,Terminal,770,4,3,4618,10,35 - 53 minutes
0,-0.25,"Walk
(10 min)",0,0,Transit,770,4,3,4618,10,35 - 53 minutes
0,-0.5,"Transfer
(2 min wait)",1,1,Node,770,4,3,4618,10,35 - 53 minutes
0,-1,Bus,0,0,Transit,770,4,3,4618,10,35 - 53 minutes
0,-1.5,Transfer,1,1,Node,770,4,3,4618,10,35 - 53 minutes
0,-1.75,"Walk
(2 min)",0,0,Transit,770,4,3,4618,10,35 - 53 minutes
0,-2,End,0,0,Terminal,770,4,3,4618,10,35 - 53 minutes
0,0,Start,0,0,Terminal,770,5,1,4619,15,82 - 122 minutes
0,-0.08333333333333333,"Walk
(2 min)",0,0,Transit,770,5,1,4619,15,82 - 122 minutes
0,-0.16666666666666666,"Transfer
(10 min wait)",1,1,Node,770,5,1,4619,15,82 - 122 minutes
0,-0.3333333333333333,Bus,0,0,Transit,770,5,1,4619,15,82 - 122 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,770,5,1,4619,15,82 - 122 minutes
0,-0.6666666666666666,Bus,0,0,Transit,770,5,1,4619,15,82 - 122 minutes
0,-0.8333333333333333,"Transfer
(10 min wait)",1,0,Node,770,5,1,4619,15,82 - 122 minutes
0,-0.9999999999999999,Bus,0,0,Transit,770,5,1,4619,15,82 - 122 minutes
0,-1.1666666666666667,Transfer,1,1,Node,770,5,1,4619,15,82 - 122 minutes
0,-1.25,"Walk
(10 min)",0,0,Transit,770,5,1,4619,15,82 - 122 minutes
0,-1.3333333333333335,End,0,0,Terminal,770,5,1,4619,15,82 - 122 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,770,5,2,4619,20,35 - 39 minutes
0,-0.25,Uber/Lyft,0,0,Transit,770,5,2,4619,20,35 - 39 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,770,5,2,4619,20,35 - 39 minutes
0,-0.75,Bus,0,0,Transit,770,5,2,4619,20,35 - 39 minutes
0,-1,Transfer,1,1,Node,770,5,2,4619,20,35 - 39 minutes
