x,y,label,node,line,labelType,respID,qID,altID,obsID
0,-1,Transfer,1,1,Node,1353,2,3,8114
0,-1.125,Walk (10 min),0,0,Transit,1353,2,3,8114
0,-1.25,End,0,0,Terminal,1353,2,3,8114
0,0,Start,0,1,Terminal,1353,3,1,8115
0,-0.16666666666666666,Car,0,0,Transit,1353,3,1,8115
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,1353,3,1,8115
0,-0.5,Bus,0,0,Transit,1353,3,1,8115
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1353,3,1,8115
0,-0.8333333333333333,Bus,0,0,Transit,1353,3,1,8115
0,-1,Transfer,1,1,Node,1353,3,1,8115
0,-1.0833333333333333,Walk (2 min),0,0,Transit,1353,3,1,8115
0,-1.1666666666666667,End,0,0,Terminal,1353,3,1,8115
0,0,Start,0,0,Terminal,1353,3,2,8115
0,-0.125,Walk (2 min),0,0,Transit,1353,3,2,8115
0,-0.25,"Transfer
(10 min wait)",1,1,Node,1353,3,2,8115
0,-0.5,Bus,0,0,Transit,1353,3,2,8115
0,-0.75,"Transfer
(10 min wait)",1,0,Node,1353,3,2,8115
0,-1,Bus,0,0,Transit,1353,3,2,8115
0,-1.25,Transfer,1,1,Node,1353,3,2,8115
0,-1.375,Walk (2 min),0,0,Transit,1353,3,2,8115
0,-1.5,End,0,0,Terminal,1353,3,2,8115
0,0,Start,0,1,Terminal,1353,3,3,8115
0,-0.16666666666666666,Car,0,0,Transit,1353,3,3,8115
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,1353,3,3,8115
0,-0.5,Bus,0,0,Transit,1353,3,3,8115
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1353,3,3,8115
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,1353,3,3,8115
0,-1,End,0,1,Terminal,1353,3,3,8115
0,0,Start,0,1,Terminal,1353,4,1,8116
0,-0.25,Car,0,0,Transit,1353,4,1,8116
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1353,4,1,8116
0,-0.75,Bus,0,0,Transit,1353,4,1,8116
0,-1,Transfer,1,1,Node,1353,4,1,8116
0,-1.125,Walk (10 min),0,0,Transit,1353,4,1,8116
0,-1.25,End,0,0,Terminal,1353,4,1,8116
0,0,Start,0,1,Terminal,1353,4,2,8116
0,-0.16666666666666666,Car,0,0,Transit,1353,4,2,8116
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,1353,4,2,8116
0,-0.5,Bus,0,0,Transit,1353,4,2,8116
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1353,4,2,8116
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,1353,4,2,8116
0,-1,End,0,1,Terminal,1353,4,2,8116
0,0,"Start
(5 min wait)",0,1,Terminal,1353,4,3,8116
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,1353,4,3,8116
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,1353,4,3,8116
0,-0.5,Bus,0,0,Transit,1353,4,3,8116
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,1353,4,3,8116
0,-0.8333333333333333,Bus,0,0,Transit,1353,4,3,8116
0,-1,Transfer,1,1,Node,1353,4,3,8116
0,-1.0833333333333333,Walk (10 min),0,0,Transit,1353,4,3,8116
0,-1.1666666666666667,End,0,0,Terminal,1353,4,3,8116
0,0,"Start
(10 min wait)",0,1,Terminal,1353,5,1,8117
0,-0.25,Uber/Lyft,0,0,Transit,1353,5,1,8117
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1353,5,1,8117
0,-0.75,Bus,0,0,Transit,1353,5,1,8117
0,-1,Transfer,1,1,Node,1353,5,1,8117
0,-1.125,Walk (5 min),0,0,Transit,1353,5,1,8117
0,-1.25,End,0,0,Terminal,1353,5,1,8117
0,0,"Start
(2 min wait)",0,1,Terminal,1353,5,2,8117
0,-0.5,Taxi,0,0,Transit,1353,5,2,8117
0,-1,End,0,1,Terminal,1353,5,2,8117
0,0,Start,0,1,Terminal,1353,5,3,8117
0,-0.5,Car,0,0,Transit,1353,5,3,8117
0,-1,End,0,1,Terminal,1353,5,3,8117
0,0,Start,0,1,Terminal,1353,6,1,8118
0,-0.16666666666666666,Car,0,0,Transit,1353,6,1,8118
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,1353,6,1,8118
0,-0.5,Bus,0,0,Transit,1353,6,1,8118
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1353,6,1,8118
0,-0.8333333333333333,Taxi,0,0,Transit,1353,6,1,8118
0,-1,End,0,1,Terminal,1353,6,1,8118
0,0,Start,0,1,Terminal,1353,6,2,8118
0,-0.25,Car,0,0,Transit,1353,6,2,8118
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1353,6,2,8118
0,-0.75,Bus,0,0,Transit,1353,6,2,8118
0,-1,Transfer,1,1,Node,1353,6,2,8118
0,-1.125,Walk (5 min),0,0,Transit,1353,6,2,8118
0,-1.25,End,0,0,Terminal,1353,6,2,8118
0,0,"Start
(5 min wait)",0,1,Terminal,1353,6,3,8118
0,-0.5,Taxi,0,0,Transit,1353,6,3,8118
0,-1,End,0,1,Terminal,1353,6,3,8118
