x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,Start,0,1,Terminal,606,1,1,3631,30,59 - 65 minutes
0,-0.16666666666666666,Car,0,0,Transit,606,1,1,3631,30,59 - 65 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,606,1,1,3631,30,59 - 65 minutes
0,-0.5,Bus,0,0,Transit,606,1,1,3631,30,59 - 65 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,606,1,1,3631,30,59 - 65 minutes
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,606,1,1,3631,30,59 - 65 minutes
0,-1,End,0,1,Terminal,606,1,1,3631,30,59 - 65 minutes
0,0,Start,0,0,Terminal,606,1,2,3631,15,68 - 82 minutes
0,-0.08333333333333333,"Walk
(10 min)",0,0,Transit,606,1,2,3631,15,68 - 82 minutes
0,-0.16666666666666666,"Transfer
(5 min wait)",1,1,Node,606,1,2,3631,15,68 - 82 minutes
0,-0.3333333333333333,Bus,0,0,Transit,606,1,2,3631,15,68 - 82 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,606,1,2,3631,15,68 - 82 minutes
0,-0.6666666666666666,Bus,0,0,Transit,606,1,2,3631,15,68 - 82 minutes
0,-0.8333333333333333,"Transfer
(5 min wait)",1,0,Node,606,1,2,3631,15,68 - 82 minutes
0,-0.9999999999999999,Bus,0,0,Transit,606,1,2,3631,15,68 - 82 minutes
0,-1.1666666666666667,Transfer,1,1,Node,606,1,2,3631,15,68 - 82 minutes
0,-1.25,"Walk
(10 min)",0,0,Transit,606,1,2,3631,15,68 - 82 minutes
0,-1.3333333333333335,End,0,0,Terminal,606,1,2,3631,15,68 - 82 minutes
0,0,Start,0,1,Terminal,606,1,3,3631,25,40 - 60 minutes
0,-0.25,Car,0,0,Transit,606,1,3,3631,25,40 - 60 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,606,1,3,3631,25,40 - 60 minutes
0,-0.75,Bus,0,0,Transit,606,1,3,3631,25,40 - 60 minutes
0,-1,Transfer,1,1,Node,606,1,3,3631,25,40 - 60 minutes
0,-1.125,"Walk
(5 min)",0,0,Transit,606,1,3,3631,25,40 - 60 minutes
0,-1.25,End,0,0,Terminal,606,1,3,3631,25,40 - 60 minutes
0,0,Start,0,1,Terminal,606,2,1,3632,30,54 - 80 minutes
0,-0.16666666666666666,Car,0,0,Transit,606,2,1,3632,30,54 - 80 minutes
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,606,2,1,3632,30,54 - 80 minutes
0,-0.5,Bus,0,0,Transit,606,2,1,3632,30,54 - 80 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,606,2,1,3632,30,54 - 80 minutes
0,-0.8333333333333333,Taxi,0,0,Transit,606,2,1,3632,30,54 - 80 minutes
0,-1,End,0,1,Terminal,606,2,1,3632,30,54 - 80 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,606,2,2,3632,10,34 - 50 minutes
0,-0.25,Taxi,0,0,Transit,606,2,2,3632,10,34 - 50 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,606,2,2,3632,10,34 - 50 minutes
0,-0.75,Bus,0,0,Transit,606,2,2,3632,10,34 - 50 minutes
0,-1,Transfer,1,1,Node,606,2,2,3632,10,34 - 50 minutes
0,-1.125,"Walk
(5 min)",0,0,Transit,606,2,2,3632,10,34 - 50 minutes
0,-1.25,End,0,0,Terminal,606,2,2,3632,10,34 - 50 minutes
0,0,Start,0,0,Terminal,606,2,3,3632,20,45 - 49 minutes
0,-0.25,"Walk
(10 min)",0,0,Transit,606,2,3,3632,20,45 - 49 minutes
0,-0.5,"Transfer
(5 min wait)",1,1,Node,606,2,3,3632,20,45 - 49 minutes
0,-1,Bus,0,0,Transit,606,2,3,3632,20,45 - 49 minutes
0,-1.5,Transfer,1,1,Node,606,2,3,3632,20,45 - 49 minutes
0,-1.75,"Walk
(2 min)",0,0,Transit,606,2,3,3632,20,45 - 49 minutes
0,-2,End,0,0,Terminal,606,2,3,3632,20,45 - 49 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,606,3,1,3633,25,36 - 44 minutes
0,-0.25,Uber/Lyft,0,0,Transit,606,3,1,3633,25,36 - 44 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,606,3,1,3633,25,36 - 44 minutes
0,-0.75,Bus,0,0,Transit,606,3,1,3633,25,36 - 44 minutes
0,-1,Transfer,1,1,Node,606,3,1,3633,25,36 - 44 minutes
0,-1.125,"Walk
(5 min)",0,0,Transit,606,3,1,3633,25,36 - 44 minutes
