x,y,label,node,line,labelType,respID,qID,altID,obsID
0,0,"Start
(10 min wait)",0,1,Terminal,1514,1,1,9079
0,-0.5,Taxi,0,0,Transit,1514,1,1,9079
0,-1,End,0,1,Terminal,1514,1,1,9079
0,0,Start,0,0,Terminal,1514,1,2,9079
0,-0.25,Walk (2 min),0,0,Transit,1514,1,2,9079
0,-0.5,"Transfer
(10 min wait)",1,1,Node,1514,1,2,9079
0,-1,Bus,0,0,Transit,1514,1,2,9079
0,-1.5,Transfer,1,1,Node,1514,1,2,9079
0,-1.75,Walk (10 min),0,0,Transit,1514,1,2,9079
0,-2,End,0,0,Terminal,1514,1,2,9079
0,0,"Start
(5 min wait)",0,1,Terminal,1514,1,3,9079
0,-0.25,Taxi,0,0,Transit,1514,1,3,9079
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1514,1,3,9079
0,-0.75,Bus,0,0,Transit,1514,1,3,9079
0,-1,Transfer,1,1,Node,1514,1,3,9079
0,-1.125,Walk (5 min),0,0,Transit,1514,1,3,9079
0,-1.25,End,0,0,Terminal,1514,1,3,9079
0,0,Start,0,1,Terminal,1514,2,1,9080
0,-0.5,Car,0,0,Transit,1514,2,1,9080
0,-1,End,0,1,Terminal,1514,2,1,9080
0,0,"Start
(2 min wait)",0,1,Terminal,1514,2,2,9080
0,-0.25,Taxi,0,0,Transit,1514,2,2,9080
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1514,2,2,9080
0,-0.75,Bus,0,0,Transit,1514,2,2,9080
0,-1,Transfer,1,1,Node,1514,2,2,9080
0,-1.125,Walk (2 min),0,0,Transit,1514,2,2,9080
0,-1.25,End,0,0,Terminal,1514,2,2,9080
0,0,Start,0,1,Terminal,1514,2,3,9080
0,-0.25,Car,0,0,Transit,1514,2,3,9080
0,-0.5,"Transfer
(10 min wait)",1,0,Node,1514,2,3,9080
0,-0.75,Bus,0,0,Transit,1514,2,3,9080
0,-1,Transfer,1,1,Node,1514,2,3,9080
0,-1.125,Walk (10 min),0,0,Transit,1514,2,3,9080
0,-1.25,End,0,0,Terminal,1514,2,3,9080
0,0,"Start
(5 min wait)",0,1,Terminal,1514,3,1,9081
0,-0.5,Taxi,0,0,Transit,1514,3,1,9081
0,-1,End,0,1,Terminal,1514,3,1,9081
0,0,Start,0,1,Terminal,1514,3,2,9081
0,-0.16666666666666666,Car,0,0,Transit,1514,3,2,9081
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,1514,3,2,9081
0,-0.5,Bus,0,0,Transit,1514,3,2,9081
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1514,3,2,9081
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,1514,3,2,9081
0,-1,End,0,1,Terminal,1514,3,2,9081
0,0,"Start
(2 min wait)",0,1,Terminal,1514,3,3,9081
0,-0.16666666666666666,Taxi,0,0,Transit,1514,3,3,9081
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,1514,3,3,9081
0,-0.5,Bus,0,0,Transit,1514,3,3,9081
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,1514,3,3,9081
0,-0.8333333333333333,Bus,0,0,Transit,1514,3,3,9081
0,-1,Transfer,1,1,Node,1514,3,3,9081
0,-1.0833333333333333,Walk (10 min),0,0,Transit,1514,3,3,9081
0,-1.1666666666666667,End,0,0,Terminal,1514,3,3,9081
0,0,Start,0,0,Terminal,1514,4,1,9082
0,-0.25,Walk (2 min),0,0,Transit,1514,4,1,9082
0,-0.5,"Transfer
(10 min wait)",1,1,Node,1514,4,1,9082
0,-1,Bus,0,0,Transit,1514,4,1,9082
0,-1.5,Transfer,1,1,Node,1514,4,1,9082
0,-1.75,Walk (2 min),0,0,Transit,1514,4,1,9082
