x,y,label,node,line,labelType,respID,qID,altID,obsID
0,0,Start,0,1,Terminal,1645,1,1,9865
0,-0.25,Car,0,0,Transit,1645,1,1,9865
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1645,1,1,9865
0,-0.75,Bus,0,0,Transit,1645,1,1,9865
0,-1,Transfer,1,1,Node,1645,1,1,9865
0,-1.125,Walk (10 min),0,0,Transit,1645,1,1,9865
0,-1.25,End,0,0,Terminal,1645,1,1,9865
0,0,"Start
(5 min wait)",0,1,Terminal,1645,1,2,9865
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,1645,1,2,9865
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,1645,1,2,9865
0,-0.5,Bus,0,0,Transit,1645,1,2,9865
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1645,1,2,9865
0,-0.8333333333333333,Bus,0,0,Transit,1645,1,2,9865
0,-1,Transfer,1,1,Node,1645,1,2,9865
0,-1.0833333333333333,Walk (5 min),0,0,Transit,1645,1,2,9865
0,-1.1666666666666667,End,0,0,Terminal,1645,1,2,9865
0,0,"Start
(2 min wait)",0,1,Terminal,1645,1,3,9865
0,-0.25,Taxi,0,0,Transit,1645,1,3,9865
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1645,1,3,9865
0,-0.75,Bus,0,0,Transit,1645,1,3,9865
0,-1,Transfer,1,1,Node,1645,1,3,9865
0,-1.125,Walk (2 min),0,0,Transit,1645,1,3,9865
0,-1.25,End,0,0,Terminal,1645,1,3,9865
0,0,Start,0,1,Terminal,1645,2,1,9866
0,-0.16666666666666666,Car,0,0,Transit,1645,2,1,9866
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,1645,2,1,9866
0,-0.5,Bus,0,0,Transit,1645,2,1,9866
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,1645,2,1,9866
0,-0.8333333333333333,Bus,0,0,Transit,1645,2,1,9866
0,-1,Transfer,1,1,Node,1645,2,1,9866
0,-1.0833333333333333,Walk (10 min),0,0,Transit,1645,2,1,9866
0,-1.1666666666666667,End,0,0,Terminal,1645,2,1,9866
0,0,"Start
(2 min wait)",0,1,Terminal,1645,2,2,9866
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,1645,2,2,9866
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,1645,2,2,9866
0,-0.5,Bus,0,0,Transit,1645,2,2,9866
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1645,2,2,9866
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,1645,2,2,9866
0,-1,End,0,1,Terminal,1645,2,2,9866
0,0,"Start
(2 min wait)",0,1,Terminal,1645,2,3,9866
0,-0.25,Uber/Lyft,0,0,Transit,1645,2,3,9866
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1645,2,3,9866
0,-0.75,Bus,0,0,Transit,1645,2,3,9866
0,-1,Transfer,1,1,Node,1645,2,3,9866
0,-1.125,Walk (2 min),0,0,Transit,1645,2,3,9866
0,-1.25,End,0,0,Terminal,1645,2,3,9866
0,0,"Start
(10 min wait)",0,1,Terminal,1645,3,1,9867
0,-0.5,Taxi,0,0,Transit,1645,3,1,9867
0,-1,End,0,1,Terminal,1645,3,1,9867
0,0,Start,0,1,Terminal,1645,3,2,9867
0,-0.25,Car,0,0,Transit,1645,3,2,9867
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1645,3,2,9867
0,-0.75,Bus,0,0,Transit,1645,3,2,9867
0,-1,Transfer,1,1,Node,1645,3,2,9867
0,-1.125,Walk (10 min),0,0,Transit,1645,3,2,9867
0,-1.25,End,0,0,Terminal,1645,3,2,9867
0,0,Start,0,1,Terminal,1645,3,3,9867
0,-0.25,Car,0,0,Transit,1645,3,3,9867
0,-0.5,"Transfer
(10 min wait)",1,0,Node,1645,3,3,9867
0,-0.75,Bus,0,0,Transit,1645,3,3,9867
0,-1,Transfer,1,1,Node,1645,3,3,9867
0,-1.125,Walk (10 min),0,0,Transit,1645,3,3,9867
0,-1.25,End,0,0,Terminal,1645,3,3,9867
0,0,Start,0,1,Terminal,1645,4,1,9868
0,-0.25,Car,0,0,Transit,1645,4,1,9868
0,-0.5,"Transfer
(10 min wait)",1,0,Node,1645,4,1,9868
0,-0.75,Bus,0,0,Transit,1645,4,1,9868
0,-1,Transfer,1,1,Node,1645,4,1,9868
0,-1.125,Walk (5 min),0,0,Transit,1645,4,1,9868
0,-1.25,End,0,0,Terminal,1645,4,1,9868
0,0,Start,0,1,Terminal,1645,4,2,9868
0,-0.25,Car,0,0,Transit,1645,4,2,9868
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1645,4,2,9868
0,-0.75,Bus,0,0,Transit,1645,4,2,9868
0,-1,Transfer,1,1,Node,1645,4,2,9868
0,-1.125,Walk (2 min),0,0,Transit,1645,4,2,9868
0,-1.25,End,0,0,Terminal,1645,4,2,9868
0,0,Start,0,0,Terminal,1645,4,3,9868
0,-0.25,Walk (2 min),0,0,Transit,1645,4,3,9868
0,-0.5,"Transfer
(2 min wait)",1,1,Node,1645,4,3,9868
0,-1,Bus,0,0,Transit,1645,4,3,9868
0,-1.5,Transfer,1,1,Node,1645,4,3,9868
0,-1.75,Walk (10 min),0,0,Transit,1645,4,3,9868
0,-2,End,0,0,Terminal,1645,4,3,9868
0,0,Start,0,1,Terminal,1645,5,1,9869
0,-0.16666666666666666,Car,0,0,Transit,1645,5,1,9869
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,1645,5,1,9869
0,-0.5,Bus,0,0,Transit,1645,5,1,9869
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1645,5,1,9869
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,1645,5,1,9869
0,-1,End,0,1,Terminal,1645,5,1,9869
0,0,Start,0,1,Terminal,1645,5,2,9869
0,-0.16666666666666666,Car,0,0,Transit,1645,5,2,9869
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,1645,5,2,9869
0,-0.5,Bus,0,0,Transit,1645,5,2,9869
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,1645,5,2,9869
0,-0.8333333333333333,Bus,0,0,Transit,1645,5,2,9869
0,-1,Transfer,1,1,Node,1645,5,2,9869
0,-1.0833333333333333,Walk (10 min),0,0,Transit,1645,5,2,9869
0,-1.1666666666666667,End,0,0,Terminal,1645,5,2,9869
0,0,Start,0,0,Terminal,1645,5,3,9869
0,-0.08333333333333333,Walk (5 min),0,0,Transit,1645,5,3,9869
0,-0.16666666666666666,"Transfer
(2 min wait)",1,1,Node,1645,5,3,9869
0,-0.3333333333333333,Bus,0,0,Transit,1645,5,3,9869
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1645,5,3,9869
0,-0.6666666666666666,Bus,0,0,Transit,1645,5,3,9869
0,-0.8333333333333333,"Transfer
(2 min wait)",1,0,Node,1645,5,3,9869
0,-0.9999999999999999,Bus,0,0,Transit,1645,5,3,9869
0,-1.1666666666666667,Transfer,1,1,Node,1645,5,3,9869
0,-1.25,Walk (5 min),0,0,Transit,1645,5,3,9869
0,-1.3333333333333335,End,0,0,Terminal,1645,5,3,9869
0,0,Start,0,1,Terminal,1645,6,1,9870
0,-0.16666666666666666,Car,0,0,Transit,1645,6,1,9870
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,1645,6,1,9870
0,-0.5,Bus,0,0,Transit,1645,6,1,9870
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,1645,6,1,9870
0,-0.8333333333333333,Uber/Lyft,0,0,Transit,1645,6,1,9870
0,-1,End,0,1,Terminal,1645,6,1,9870
0,0,Start,0,1,Terminal,1645,6,2,9870
0,-0.5,Car,0,0,Transit,1645,6,2,9870
0,-1,End,0,1,Terminal,1645,6,2,9870
0,0,"Start
(5 min wait)",0,1,Terminal,1645,6,3,9870
0,-0.25,Uber/Lyft,0,0,Transit,1645,6,3,9870
0,-0.5,"Transfer
(2 min wait)",1,0,Node,1645,6,3,9870
0,-0.75,Bus,0,0,Transit,1645,6,3,9870
0,-1,Transfer,1,1,Node,1645,6,3,9870
0,-1.125,Walk (10 min),0,0,Transit,1645,6,3,9870
0,-1.25,End,0,0,Terminal,1645,6,3,9870
