x,y,label,node,line,labelType,respID,qID,altID,obsID
0,0,Start,0,0,Terminal,602,1,1,3607
0,-0.125,Walk (2 min),0,0,Transit,602,1,1,3607
0,-0.25,"Transfer
(5 min wait)",1,1,Node,602,1,1,3607
0,-0.5,Bus,0,0,Transit,602,1,1,3607
0,-0.75,"Transfer
(5 min wait)",1,0,Node,602,1,1,3607
0,-1,Bus,0,0,Transit,602,1,1,3607
0,-1.25,Transfer,1,1,Node,602,1,1,3607
0,-1.375,Walk (5 min),0,0,Transit,602,1,1,3607
0,-1.5,End,0,0,Terminal,602,1,1,3607
0,0,Start,0,0,Terminal,602,1,2,3607
0,-0.25,Walk (10 min),0,0,Transit,602,1,2,3607
0,-0.5,"Transfer
(10 min wait)",1,1,Node,602,1,2,3607
0,-1,Bus,0,0,Transit,602,1,2,3607
0,-1.5,Transfer,1,1,Node,602,1,2,3607
0,-1.75,Walk (10 min),0,0,Transit,602,1,2,3607
0,-2,End,0,0,Terminal,602,1,2,3607
0,0,"Start
(5 min wait)",0,1,Terminal,602,1,3,3607
0,-0.16666666666666666,Taxi,0,0,Transit,602,1,3,3607
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,602,1,3,3607
0,-0.5,Bus,0,0,Transit,602,1,3,3607
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,602,1,3,3607
0,-0.8333333333333333,Taxi,0,0,Transit,602,1,3,3607
0,-1,End,0,1,Terminal,602,1,3,3607
0,0,Start,0,0,Terminal,602,2,1,3608
0,-0.25,Walk (2 min),0,0,Transit,602,2,1,3608
0,-0.5,"Transfer
(10 min wait)",1,1,Node,602,2,1,3608
0,-1,Bus,0,0,Transit,602,2,1,3608
0,-1.5,Transfer,1,1,Node,602,2,1,3608
0,-1.75,Walk (5 min),0,0,Transit,602,2,1,3608
0,-2,End,0,0,Terminal,602,2,1,3608
0,0,Start,0,1,Terminal,602,2,2,3608
0,-0.16666666666666666,Car,0,0,Transit,602,2,2,3608
0,-0.3333333333333333,"Transfer
(5 min wait)",1,0,Node,602,2,2,3608
0,-0.5,Bus,0,0,Transit,602,2,2,3608
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,602,2,2,3608
0,-0.8333333333333333,Bus,0,0,Transit,602,2,2,3608
0,-1,Transfer,1,1,Node,602,2,2,3608
0,-1.0833333333333333,Walk (5 min),0,0,Transit,602,2,2,3608
