x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,"Start
(5 min wait)",0,1,Terminal,98,1,1,583,10,37 - 45 minutes
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,98,1,1,583,10,37 - 45 minutes
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,98,1,1,583,10,37 - 45 minutes
0,-0.5,Bus,0,0,Transit,98,1,1,583,10,37 - 45 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,98,1,1,583,10,37 - 45 minutes
0,-0.8333333333333333,Bus,0,0,Transit,98,1,1,583,10,37 - 45 minutes
0,-1,Transfer,1,1,Node,98,1,1,583,10,37 - 45 minutes
0,-1.0833333333333333,Walk (2 min),0,0,Transit,98,1,1,583,10,37 - 45 minutes
0,-1.1666666666666667,End,0,0,Terminal,98,1,1,583,10,37 - 45 minutes
0,0,Start,0,1,Terminal,98,1,2,583,10,19 - 21 minutes
0,-0.5,Car,0,0,Transit,98,1,2,583,10,19 - 21 minutes
0,-1,End,0,1,Terminal,98,1,2,583,10,19 - 21 minutes
0,0,Start,0,0,Terminal,98,1,3,583,15,68 - 76 minutes
0,-0.25,Walk (5 min),0,0,Transit,98,1,3,583,15,68 - 76 minutes
0,-0.5,"Transfer
(5 min wait)",1,1,Node,98,1,3,583,15,68 - 76 minutes
0,-1,Bus,0,0,Transit,98,1,3,583,15,68 - 76 minutes
0,-1.5,Transfer,1,1,Node,98,1,3,583,15,68 - 76 minutes
0,-1.75,Walk (2 min),0,0,Transit,98,1,3,583,15,68 - 76 minutes
0,-2,End,0,0,Terminal,98,1,3,583,15,68 - 76 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,98,2,1,584,15,31 - 37 minutes
0,-0.25,Taxi,0,0,Transit,98,2,1,584,15,31 - 37 minutes
0,-0.5,"Transfer
(2 min wait)",1,0,Node,98,2,1,584,15,31 - 37 minutes
0,-0.75,Bus,0,0,Transit,98,2,1,584,15,31 - 37 minutes
0,-1,Transfer,1,1,Node,98,2,1,584,15,31 - 37 minutes
0,-1.125,Walk (10 min),0,0,Transit,98,2,1,584,15,31 - 37 minutes
0,-1.25,End,0,0,Terminal,98,2,1,584,15,31 - 37 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,98,2,2,584,10,32 - 48 minutes
0,-0.5,Taxi,0,0,Transit,98,2,2,584,10,32 - 48 minutes
0,-1,End,0,1,Terminal,98,2,2,584,10,32 - 48 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,98,2,3,584,30,45 - 55 minutes
0,-0.5,Uber/Lyft,0,0,Transit,98,2,3,584,30,45 - 55 minutes
0,-1,End,0,1,Terminal,98,2,3,584,30,45 - 55 minutes
0,0,Start,0,0,Terminal,98,3,1,585,15,63 - 69 minutes
0,-0.08333333333333333,Walk (2 min),0,0,Transit,98,3,1,585,15,63 - 69 minutes
0,-0.16666666666666666,"Transfer
(2 min wait)",1,1,Node,98,3,1,585,15,63 - 69 minutes
0,-0.3333333333333333,Bus,0,0,Transit,98,3,1,585,15,63 - 69 minutes
