x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,Start,0,1,Terminal,1391,1,1,8341,30,57 - 63 minutes
0,-0.5,Car,0,0,Transit,1391,1,1,8341,30,57 - 63 minutes
0,-1,End,0,1,Terminal,1391,1,1,8341,30,57 - 63 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,1391,1,2,8341,10,36 - 54 minutes
0,-0.25,Taxi,0,0,Transit,1391,1,2,8341,10,36 - 54 minutes
0,-0.5,"Transfer
(5 min wait)",1,0,Node,1391,1,2,8341,10,36 - 54 minutes
0,-0.75,Bus,0,0,Transit,1391,1,2,8341,10,36 - 54 minutes
0,-1,Transfer,1,1,Node,1391,1,2,8341,10,36 - 54 minutes
0,-1.125,Walk (5 min),0,0,Transit,1391,1,2,8341,10,36 - 54 minutes
0,-1.25,End,0,0,Terminal,1391,1,2,8341,10,36 - 54 minutes
0,0,Start,0,0,Terminal,1391,1,3,8341,30,33 - 37 minutes
0,-0.25,Walk (5 min),0,0,Transit,1391,1,3,8341,30,33 - 37 minutes
0,-0.5,"Transfer
(5 min wait)",1,1,Node,1391,1,3,8341,30,33 - 37 minutes
0,-1,Bus,0,0,Transit,1391,1,3,8341,30,33 - 37 minutes
0,-1.5,Transfer,1,1,Node,1391,1,3,8341,30,33 - 37 minutes
0,-1.75,Walk (5 min),0,0,Transit,1391,1,3,8341,30,33 - 37 minutes
0,-2,End,0,0,Terminal,1391,1,3,8341,30,33 - 37 minutes
0,0,"Start
(2 min wait)",0,1,Terminal,1391,2,1,8342,30,49 - 73 minutes
0,-0.16666666666666666,Taxi,0,0,Transit,1391,2,1,8342,30,49 - 73 minutes
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,1391,2,1,8342,30,49 - 73 minutes
0,-0.5,Bus,0,0,Transit,1391,2,1,8342,30,49 - 73 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,1391,2,1,8342,30,49 - 73 minutes
0,-0.8333333333333333,Bus,0,0,Transit,1391,2,1,8342,30,49 - 73 minutes
0,-1,Transfer,1,1,Node,1391,2,1,8342,30,49 - 73 minutes
0,-1.0833333333333333,Walk (5 min),0,0,Transit,1391,2,1,8342,30,49 - 73 minutes
0,-1.1666666666666667,End,0,0,Terminal,1391,2,1,8342,30,49 - 73 minutes
0,0,Start,0,1,Terminal,1391,2,2,8342,10,66 - 74 minutes
0,-0.25,Car,0,0,Transit,1391,2,2,8342,10,66 - 74 minutes
0,-0.5,"Transfer
(10 min wait)",1,0,Node,1391,2,2,8342,10,66 - 74 minutes
0,-0.75,Bus,0,0,Transit,1391,2,2,8342,10,66 - 74 minutes
0,-1,Transfer,1,1,Node,1391,2,2,8342,10,66 - 74 minutes
0,-1.125,Walk (10 min),0,0,Transit,1391,2,2,8342,10,66 - 74 minutes
0,-1.25,End,0,0,Terminal,1391,2,2,8342,10,66 - 74 minutes
0,0,Start,0,1,Terminal,1391,2,3,8342,20,28 - 42 minutes
0,-0.16666666666666666,Car,0,0,Transit,1391,2,3,8342,20,28 - 42 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,1391,2,3,8342,20,28 - 42 minutes
0,-0.5,Bus,0,0,Transit,1391,2,3,8342,20,28 - 42 minutes
0,-0.6666666666666666,"Transfer
(5 min wait)",1,0,Node,1391,2,3,8342,20,28 - 42 minutes
0,-0.8333333333333333,Taxi,0,0,Transit,1391,2,3,8342,20,28 - 42 minutes
0,-1,End,0,1,Terminal,1391,2,3,8342,20,28 - 42 minutes
