x,y,label,node,line,labelType,respID,qID,altID,obsID,price,timeRange
0,0,"Start
(2 min wait)",0,1,Terminal,739,1,1,4429,30,31 - 37 minutes
0,-0.25,Uber/Lyft,0,0,Transit,739,1,1,4429,30,31 - 37 minutes
0,-0.5,"Transfer
(2 min wait)",1,0,Node,739,1,1,4429,30,31 - 37 minutes
0,-0.75,Bus,0,0,Transit,739,1,1,4429,30,31 - 37 minutes
0,-1,Transfer,1,1,Node,739,1,1,4429,30,31 - 37 minutes
0,-1.125,"Walk
(10 min)",0,0,Transit,739,1,1,4429,30,31 - 37 minutes
0,-1.25,End,0,0,Terminal,739,1,1,4429,30,31 - 37 minutes
0,0,"Start
(5 min wait)",0,1,Terminal,739,1,2,4429,15,40 - 60 minutes
0,-0.16666666666666666,Taxi,0,0,Transit,739,1,2,4429,15,40 - 60 minutes
0,-0.3333333333333333,"Transfer
(10 min wait)",1,0,Node,739,1,2,4429,15,40 - 60 minutes
0,-0.5,Bus,0,0,Transit,739,1,2,4429,15,40 - 60 minutes
0,-0.6666666666666666,"Transfer
(10 min wait)",1,0,Node,739,1,2,4429,15,40 - 60 minutes
0,-0.8333333333333333,Bus,0,0,Transit,739,1,2,4429,15,40 - 60 minutes
0,-1,Transfer,1,1,Node,739,1,2,4429,15,40 - 60 minutes
0,-1.0833333333333333,"Walk
(5 min)",0,0,Transit,739,1,2,4429,15,40 - 60 minutes
0,-1.1666666666666667,End,0,0,Terminal,739,1,2,4429,15,40 - 60 minutes
0,0,"Start
(10 min wait)",0,1,Terminal,739,1,3,4429,15,37 - 41 minutes
0,-0.16666666666666666,Uber/Lyft,0,0,Transit,739,1,3,4429,15,37 - 41 minutes
0,-0.3333333333333333,"Transfer
(2 min wait)",1,0,Node,739,1,3,4429,15,37 - 41 minutes
0,-0.5,Bus,0,0,Transit,739,1,3,4429,15,37 - 41 minutes
0,-0.6666666666666666,"Transfer
(2 min wait)",1,0,Node,739,1,3,4429,15,37 - 41 minutes
0,-0.8333333333333333,Bus,0,0,Transit,739,1,3,4429,15,37 - 41 minutes
0,-1,Transfer,1,1,Node,739,1,3,4429,15,37 - 41 minutes
0,-1.0833333333333333,"Walk
(5 min)",0,0,Transit,739,1,3,4429,15,37 - 41 minutes
0,-1.1666666666666667,End,0,0,Terminal,739,1,3,4429,15,37 - 41 minutes
0,0,Start,0,0,Terminal,739,2,1,4430,25,31 - 37 minutes
0,-0.25,"Walk
(2 min)",0,0,Transit,739,2,1,4430,25,31 - 37 minutes
0,-0.5,"Transfer
(2 min wait)",1,1,Node,739,2,1,4430,25,31 - 37 minutes
