x,y,label,type,respID,qID,altID,obsID
0,0,Start (5 min wait),Node,793,1,1,4753
0,0.08333333333333333,Walk (5 min),Walk,793,1,1,4753
0,0.16666666666666666,Bus,Vehicle,793,1,1,4753
0,0.3333333333333333,Transfer (5 min wait),Node,793,1,1,4753
0,0.5,Bus,Vehicle,793,1,1,4753
0,0.6666666666666666,Transfer (5 min wait),Node,793,1,1,4753
0,0.8333333333333333,Bus,Vehicle,793,1,1,4753
0,0.9166666666666666,Walk (5 min),Walk,793,1,1,4753
0,1,End,Node,793,1,1,4753
0,0,Start (10 min wait),Node,793,1,2,4753
0,0.15,Walk (5 min),Walk,793,1,2,4753
0,0.5,Taxi,Vehicle,793,1,2,4753
0,0.85,Walk (10 min),Walk,793,1,2,4753
0,1,End,Node,793,1,2,4753
0,0,Start,Node,793,1,3,4753
0,0.08333333333333333,Walk (10 min),Walk,793,1,3,4753
0,0.16666666666666666,Car,Vehicle,793,1,3,4753
0,0.3333333333333333,Transfer (5 min wait),Node,793,1,3,4753
0,0.5,Bus,Vehicle,793,1,3,4753
0,0.6666666666666666,Transfer (5 min wait),Node,793,1,3,4753
0,0.8333333333333333,Uber/Lyft,Vehicle,793,1,3,4753
0,1,End,Node,793,1,3,4753
0,0,Start,Node,793,2,1,4754
0,0.08333333333333333,Walk (10 min),Walk,793,2,1,4754
0,0.16666666666666666,Car,Vehicle,793,2,1,4754
0,0.3333333333333333,Transfer (5 min wait),Node,793,2,1,4754
0,0.5,Bus,Vehicle,793,2,1,4754
0,0.6666666666666666,Transfer (5 min wait),Node,793,2,1,4754
0,0.8333333333333333,Uber/Lyft,Vehicle,793,2,1,4754
0,0.9166666666666666,Walk (10 min),Walk,793,2,1,4754
0,1,End,Node,793,2,1,4754
0,0,Start (5 min wait),Node,793,2,2,4754
0,0.16666666666666666,Bus,Vehicle,793,2,2,4754
0,0.3333333333333333,Transfer (5 min wait),Node,793,2,2,4754
0,0.5,Bus,Vehicle,793,2,2,4754
0,0.6666666666666666,Transfer (5 min wait),Node,793,2,2,4754
0,0.8333333333333333,Bus,Vehicle,793,2,2,4754
0,0.9166666666666666,Walk (5 min),Walk,793,2,2,4754
0,1,End,Node,793,2,2,4754
0,0,Start (5 min wait),Node,793,2,3,4754
0,0.125,Walk (5 min),Walk,793,2,3,4754
0,0.25,Bus,Vehicle,793,2,3,4754
0,0.5,Transfer (5 min wait),Node,793,2,3,4754
0,0.75,Bus,Vehicle,793,2,3,4754
0,0.875,Walk (5 min),Walk,793,2,3,4754
0,1,End,Node,793,2,3,4754
0,0,Start (5 min wait),Node,793,3,1,4755
0,0.08333333333333333,Walk (10 min),Walk,793,3,1,4755
0,0.16666666666666666,Bus,Vehicle,793,3,1,4755
0,0.3333333333333333,Transfer (5 min wait),Node,793,3,1,4755
0,0.5,Bus,Vehicle,793,3,1,4755
0,0.6666666666666666,Transfer (5 min wait),Node,793,3,1,4755
0,0.8333333333333333,Bus,Vehicle,793,3,1,4755
0,1,End,Node,793,3,1,4755
0,0,Start (5 min wait),Node,793,3,2,4755
0,0.16666666666666666,Taxi,Vehicle,793,3,2,4755
0,0.3333333333333333,Transfer (10 min wait),Node,793,3,2,4755
0,0.5,Bus,Vehicle,793,3,2,4755
0,0.6666666666666666,Transfer (10 min wait),Node,793,3,2,4755
0,0.8333333333333333,Bus,Vehicle,793,3,2,4755
0,1,End,Node,793,3,2,4755
0,0,Start (5 min wait),Node,793,3,3,4755
0,0.25,Uber/Lyft,Vehicle,793,3,3,4755
0,0.5,Transfer (10 min wait),Node,793,3,3,4755
0,0.75,Bus,Vehicle,793,3,3,4755
0,0.875,Walk (5 min),Walk,793,3,3,4755
0,1,End,Node,793,3,3,4755
0,0,Start (5 min wait),Node,793,4,1,4756
0,0.08333333333333333,Walk (5 min),Walk,793,4,1,4756
0,0.16666666666666666,Taxi,Vehicle,793,4,1,4756
0,0.3333333333333333,Transfer (5 min wait),Node,793,4,1,4756
