x,y,label,type,respID,qID,altID,obsID
0,0,Start,Node,391,1,1,2341
0,0.5,Car,Vehicle,391,1,1,2341
0,0.85,Walk (10 min),Walk,391,1,1,2341
0,1,End,Node,391,1,1,2341
0,0,Start,Node,391,1,2,2341
0,0.08333333333333333,Walk (5 min),Walk,391,1,2,2341
0,0.16666666666666666,Car,Vehicle,391,1,2,2341
0,0.3333333333333333,Transfer (5 min wait),Node,391,1,2,2341
0,0.5,Bus,Vehicle,391,1,2,2341
0,0.6666666666666666,Transfer (5 min wait),Node,391,1,2,2341
0,0.8333333333333333,Bus,Vehicle,391,1,2,2341
0,0.9166666666666666,Walk (10 min),Walk,391,1,2,2341
0,1,End,Node,391,1,2,2341
0,0,Start,Node,391,1,3,2341
0,0.16666666666666666,Car,Vehicle,391,1,3,2341
0,0.3333333333333333,Transfer (10 min wait),Node,391,1,3,2341
0,0.5,Bus,Vehicle,391,1,3,2341
0,0.6666666666666666,Transfer (10 min wait),Node,391,1,3,2341
0,0.8333333333333333,Bus,Vehicle,391,1,3,2341
0,1,End,Node,391,1,3,2341
0,0,Start (5 min wait),Node,391,2,1,2342
0,0.08333333333333333,Walk (5 min),Walk,391,2,1,2342
0,0.16666666666666666,Uber/Lyft,Vehicle,391,2,1,2342
0,0.3333333333333333,Transfer (10 min wait),Node,391,2,1,2342
0,0.5,Bus,Vehicle,391,2,1,2342
0,0.6666666666666666,Transfer (5 min wait),Node,391,2,1,2342
0,0.8333333333333333,Taxi,Vehicle,391,2,1,2342
0,1,End,Node,391,2,1,2342
0,0,Start (10 min wait),Node,391,2,2,2342
0,0.15,Walk (5 min),Walk,391,2,2,2342
0,0.5,Taxi,Vehicle,391,2,2,2342
0,1,End,Node,391,2,2,2342
0,0,Start (5 min wait),Node,391,2,3,2342
0,0.5,Taxi,Vehicle,391,2,3,2342
0,0.85,Walk (10 min),Walk,391,2,3,2342
0,1,End,Node,391,2,3,2342
0,0,Start (5 min wait),Node,391,3,1,2343
0,0.16666666666666666,Taxi,Vehicle,391,3,1,2343
0,0.3333333333333333,Transfer (5 min wait),Node,391,3,1,2343
0,0.5,Bus,Vehicle,391,3,1,2343
0,0.6666666666666666,Transfer (5 min wait),Node,391,3,1,2343
0,0.8333333333333333,Bus,Vehicle,391,3,1,2343
0,1,End,Node,391,3,1,2343
0,0,Start (10 min wait),Node,391,3,2,2343
0,0.08333333333333333,Walk (5 min),Walk,391,3,2,2343
0,0.16666666666666666,Taxi,Vehicle,391,3,2,2343
0,0.3333333333333333,Transfer (10 min wait),Node,391,3,2,2343
0,0.5,Bus,Vehicle,391,3,2,2343
0,0.6666666666666666,Transfer (10 min wait),Node,391,3,2,2343
0,0.8333333333333333,Uber/Lyft,Vehicle,391,3,2,2343
0,1,End,Node,391,3,2,2343
0,0,Start (5 min wait),Node,391,3,3,2343
0,0.125,Walk (10 min),Walk,391,3,3,2343
0,0.25,Bus,Vehicle,391,3,3,2343
0,0.5,Transfer (5 min wait),Node,391,3,3,2343
0,0.75,Bus,Vehicle,391,3,3,2343
0,1,End,Node,391,3,3,2343
0,0,Start (10 min wait),Node,391,4,1,2344
0,0.125,Walk (5 min),Walk,391,4,1,2344
0,0.25,Bus,Vehicle,391,4,1,2344
0,0.5,Transfer (10 min wait),Node,391,4,1,2344
0,0.75,Bus,Vehicle,391,4,1,2344
0,1,End,Node,391,4,1,2344
0,0,Start,Node,391,4,2,2344
0,0.15,Walk (10 min),Walk,391,4,2,2344
0,0.5,Car,Vehicle,391,4,2,2344
0,0.85,Walk (5 min),Walk,391,4,2,2344
0,1,End,Node,391,4,2,2344
0,0,Start (10 min wait),Node,391,4,3,2344
0,0.125,Walk (5 min),Walk,391,4,3,2344
0,0.25,Taxi,Vehicle,391,4,3,2344
0,0.5,Transfer (5 min wait),Node,391,4,3,2344
0,0.75,Bus,Vehicle,391,4,3,2344
0,1,End,Node,391,4,3,2344
0,0,Start (5 min wait),Node,391,5,1,2345
0,0.15,Walk (5 min),Walk,391,5,1,2345
0,0.5,Uber/Lyft,Vehicle,391,5,1,2345
0,0.85,Walk (10 min),Walk,391,5,1,2345
0,1,End,Node,391,5,1,2345
0,0,Start (10 min wait),Node,391,5,2,2345
0,0.25,Bus,Vehicle,391,5,2,2345
0,0.5,Transfer (10 min wait),Node,391,5,2,2345
0,0.75,Bus,Vehicle,391,5,2,2345
0,0.875,Walk (10 min),Walk,391,5,2,2345
0,1,End,Node,391,5,2,2345
0,0,Start (10 min wait),Node,391,5,3,2345
0,0.5,Uber/Lyft,Vehicle,391,5,3,2345
0,0.85,Walk (10 min),Walk,391,5,3,2345
0,1,End,Node,391,5,3,2345
0,0,Start,Node,391,6,1,2346
0,0.15,Walk (10 min),Walk,391,6,1,2346
0,0.5,Car,Vehicle,391,6,1,2346
0,0.85,Walk (10 min),Walk,391,6,1,2346
0,1,End,Node,391,6,1,2346
0,0,Start (10 min wait),Node,391,6,2,2346
0,0.15,Walk (10 min),Walk,391,6,2,2346
0,0.5,Taxi,Vehicle,391,6,2,2346
0,1,End,Node,391,6,2,2346
0,0,Start (5 min wait),Node,391,6,3,2346
0,0.16666666666666666,Taxi,Vehicle,391,6,3,2346
0,0.3333333333333333,Transfer (5 min wait),Node,391,6,3,2346
0,0.5,Bus,Vehicle,391,6,3,2346
0,0.6666666666666666,Transfer (5 min wait),Node,391,6,3,2346
0,0.8333333333333333,Uber/Lyft,Vehicle,391,6,3,2346
0,1,End,Node,391,6,3,2346
