x,y,label,type,respID,qID,altID,obsID
0,0,Start (10 min wait),Node,3,1,1,13
0,0.16666666666666666,Uber/Lyft,Vehicle,3,1,1,13
0,0.3333333333333333,Transfer (5 min wait),Node,3,1,1,13
0,0.5,Bus,Vehicle,3,1,1,13
0,0.6666666666666666,Transfer (5 min wait),Node,3,1,1,13
0,0.8333333333333333,Bus,Vehicle,3,1,1,13
0,0.9166666666666666,Walk (5 min),Walk,3,1,1,13
0,1,End,Node,3,1,1,13
0,0,Start (5 min wait),Node,3,1,2,13
0,0.5,Uber/Lyft,Vehicle,3,1,2,13
0,0.85,Walk (5 min),Walk,3,1,2,13
0,1,End,Node,3,1,2,13
0,0,Start (5 min wait),Node,3,1,3,13
0,0.15,Walk (10 min),Walk,3,1,3,13
0,0.5,Bus,Vehicle,3,1,3,13
0,0.85,Walk (10 min),Walk,3,1,3,13
0,1,End,Node,3,1,3,13
0,0,Start (5 min wait),Node,3,2,1,14
0,0.15,Walk (10 min),Walk,3,2,1,14
0,0.5,Taxi,Vehicle,3,2,1,14
0,0.85,Walk (5 min),Walk,3,2,1,14
0,1,End,Node,3,2,1,14
0,0,Start (5 min wait),Node,3,2,2,14
0,0.16666666666666666,Uber/Lyft,Vehicle,3,2,2,14
0,0.3333333333333333,Transfer (5 min wait),Node,3,2,2,14
0,0.5,Bus,Vehicle,3,2,2,14
0,0.6666666666666666,Transfer (5 min wait),Node,3,2,2,14
0,0.8333333333333333,Taxi,Vehicle,3,2,2,14
0,1,End,Node,3,2,2,14
0,0,Start (10 min wait),Node,3,2,3,14
0,0.08333333333333333,Walk (10 min),Walk,3,2,3,14
0,0.16666666666666666,Uber/Lyft,Vehicle,3,2,3,14
0,0.3333333333333333,Transfer (10 min wait),Node,3,2,3,14
0,0.5,Bus,Vehicle,3,2,3,14
0,0.6666666666666666,Transfer (10 min wait),Node,3,2,3,14
0,0.8333333333333333,Uber/Lyft,Vehicle,3,2,3,14
0,0.9166666666666666,Walk (5 min),Walk,3,2,3,14
0,1,End,Node,3,2,3,14
0,0,Start (5 min wait),Node,3,3,1,15
0,0.08333333333333333,Walk (10 min),Walk,3,3,1,15
0,0.16666666666666666,Uber/Lyft,Vehicle,3,3,1,15
0,0.3333333333333333,Transfer (5 min wait),Node,3,3,1,15
0,0.5,Bus,Vehicle,3,3,1,15
0,0.6666666666666666,Transfer (5 min wait),Node,3,3,1,15
0,0.8333333333333333,Uber/Lyft,Vehicle,3,3,1,15
0,1,End,Node,3,3,1,15
0,0,Start (5 min wait),Node,3,3,2,15
0,0.08333333333333333,Walk (10 min),Walk,3,3,2,15
0,0.16666666666666666,Bus,Vehicle,3,3,2,15
0,0.3333333333333333,Transfer (5 min wait),Node,3,3,2,15
0,0.5,Bus,Vehicle,3,3,2,15
0,0.6666666666666666,Transfer (10 min wait),Node,3,3,2,15
0,0.8333333333333333,Uber/Lyft,Vehicle,3,3,2,15
0,1,End,Node,3,3,2,15
0,0,Start (5 min wait),Node,3,3,3,15
0,0.15,Walk (5 min),Walk,3,3,3,15
0,0.5,Uber/Lyft,Vehicle,3,3,3,15
0,0.85,Walk (5 min),Walk,3,3,3,15
0,1,End,Node,3,3,3,15
0,0,Start (5 min wait),Node,3,4,1,16
0,0.08333333333333333,Walk (10 min),Walk,3,4,1,16
0,0.16666666666666666,Uber/Lyft,Vehicle,3,4,1,16
0,0.3333333333333333,Transfer (5 min wait),Node,3,4,1,16
0,0.5,Bus,Vehicle,3,4,1,16
0,0.6666666666666666,Transfer (5 min wait),Node,3,4,1,16
0,0.8333333333333333,Bus,Vehicle,3,4,1,16
0,0.9166666666666666,Walk (10 min),Walk,3,4,1,16
0,1,End,Node,3,4,1,16
0,0,Start (5 min wait),Node,3,4,2,16
0,0.08333333333333333,Walk (10 min),Walk,3,4,2,16
0,0.16666666666666666,Uber/Lyft,Vehicle,3,4,2,16
0,0.3333333333333333,Transfer (5 min wait),Node,3,4,2,16
0,0.5,Bus,Vehicle,3,4,2,16
0,0.6666666666666666,Transfer (5 min wait),Node,3,4,2,16
0,0.8333333333333333,Taxi,Vehicle,3,4,2,16
0,1,End,Node,3,4,2,16
0,0,Start (5 min wait),Node,3,4,3,16
0,0.15,Walk (5 min),Walk,3,4,3,16
0,0.5,Bus,Vehicle,3,4,3,16
0,0.85,Walk (10 min),Walk,3,4,3,16
0,1,End,Node,3,4,3,16
0,0,Start (10 min wait),Node,3,5,1,17
0,0.125,Walk (5 min),Walk,3,5,1,17
0,0.25,Bus,Vehicle,3,5,1,17
0,0.5,Transfer (10 min wait),Node,3,5,1,17
0,0.75,Bus,Vehicle,3,5,1,17
0,0.875,Walk (5 min),Walk,3,5,1,17
0,1,End,Node,3,5,1,17
0,0,Start (10 min wait),Node,3,5,2,17
0,0.5,Taxi,Vehicle,3,5,2,17
0,0.85,Walk (5 min),Walk,3,5,2,17
0,1,End,Node,3,5,2,17
0,0,Start (10 min wait),Node,3,5,3,17
0,0.15,Walk (10 min),Walk,3,5,3,17
0,0.5,Uber/Lyft,Vehicle,3,5,3,17
0,0.85,Walk (10 min),Walk,3,5,3,17
0,1,End,Node,3,5,3,17
0,0,Start,Node,3,6,1,18
0,0.08333333333333333,Walk (5 min),Walk,3,6,1,18
0,0.16666666666666666,Car,Vehicle,3,6,1,18
0,0.3333333333333333,Transfer (5 min wait),Node,3,6,1,18
0,0.5,Bus,Vehicle,3,6,1,18
0,0.6666666666666666,Transfer (10 min wait),Node,3,6,1,18
0,0.8333333333333333,Uber/Lyft,Vehicle,3,6,1,18
0,0.9166666666666666,Walk (10 min),Walk,3,6,1,18
0,1,End,Node,3,6,1,18
0,0,Start,Node,3,6,2,18
0,0.08333333333333333,Walk (5 min),Walk,3,6,2,18
0,0.16666666666666666,Car,Vehicle,3,6,2,18
0,0.3333333333333333,Transfer (10 min wait),Node,3,6,2,18
0,0.5,Bus,Vehicle,3,6,2,18
0,0.6666666666666666,Transfer (10 min wait),Node,3,6,2,18
0,0.8333333333333333,Bus,Vehicle,3,6,2,18
0,1,End,Node,3,6,2,18
0,0,Start,Node,3,6,3,18
0,0.125,Walk (5 min),Walk,3,6,3,18
0,0.25,Car,Vehicle,3,6,3,18
0,0.5,Transfer (5 min wait),Node,3,6,3,18
0,0.75,Bus,Vehicle,3,6,3,18
0,1,End,Node,3,6,3,18
