x,y,label,type,respID,qID,altID,obsID
0,0,Start (10 min wait),Node,1264,1,1,7579
0,0.08333333333333333,Walk (5 min),Walk,1264,1,1,7579
0,0.16666666666666666,Taxi,Vehicle,1264,1,1,7579
0,0.3333333333333333,Transfer (5 min wait),Node,1264,1,1,7579
0,0.5,Bus,Vehicle,1264,1,1,7579
0,0.6666666666666666,Transfer (5 min wait),Node,1264,1,1,7579
0,0.8333333333333333,Bus,Vehicle,1264,1,1,7579
0,0.9166666666666666,Walk (10 min),Walk,1264,1,1,7579
0,1,End,Node,1264,1,1,7579
0,0,Start (5 min wait),Node,1264,1,2,7579
0,0.08333333333333333,Walk (5 min),Walk,1264,1,2,7579
0,0.16666666666666666,Taxi,Vehicle,1264,1,2,7579
0,0.3333333333333333,Transfer (10 min wait),Node,1264,1,2,7579
0,0.5,Bus,Vehicle,1264,1,2,7579
0,0.6666666666666666,Transfer (10 min wait),Node,1264,1,2,7579
0,0.8333333333333333,Bus,Vehicle,1264,1,2,7579
0,0.9166666666666666,Walk (10 min),Walk,1264,1,2,7579
0,1,End,Node,1264,1,2,7579
0,0,Start (10 min wait),Node,1264,1,3,7579
0,0.08333333333333333,Walk (10 min),Walk,1264,1,3,7579
0,0.16666666666666666,Bus,Vehicle,1264,1,3,7579
0,0.3333333333333333,Transfer (10 min wait),Node,1264,1,3,7579
0,0.5,Bus,Vehicle,1264,1,3,7579
0,0.6666666666666666,Transfer (10 min wait),Node,1264,1,3,7579
0,0.8333333333333333,Bus,Vehicle,1264,1,3,7579
0,0.9166666666666666,Walk (5 min),Walk,1264,1,3,7579
0,1,End,Node,1264,1,3,7579
0,0,Start,Node,1264,2,1,7580
0,0.08333333333333333,Walk (5 min),Walk,1264,2,1,7580
0,0.16666666666666666,Car,Vehicle,1264,2,1,7580
0,0.3333333333333333,Transfer (10 min wait),Node,1264,2,1,7580
0,0.5,Bus,Vehicle,1264,2,1,7580
0,0.6666666666666666,Transfer (10 min wait),Node,1264,2,1,7580
0,0.8333333333333333,Taxi,Vehicle,1264,2,1,7580
0,1,End,Node,1264,2,1,7580
0,0,Start (5 min wait),Node,1264,2,2,7580
0,0.08333333333333333,Walk (5 min),Walk,1264,2,2,7580
0,0.16666666666666666,Uber/Lyft,Vehicle,1264,2,2,7580
0,0.3333333333333333,Transfer (10 min wait),Node,1264,2,2,7580
0,0.5,Bus,Vehicle,1264,2,2,7580
