x,y,label,type,respID,qID,altID,obsID
0,0,Start,Node,311,1,1,1861
0,0.08333333333333333,Walk (10 min),Walk,311,1,1,1861
0,0.16666666666666666,Car,Vehicle,311,1,1,1861
0,0.3333333333333333,Transfer (5 min wait),Node,311,1,1,1861
0,0.5,Bus,Vehicle,311,1,1,1861
0,0.6666666666666666,Transfer (5 min wait),Node,311,1,1,1861
0,0.8333333333333333,Bus,Vehicle,311,1,1,1861
0,1,End,Node,311,1,1,1861
0,0,Start (10 min wait),Node,311,1,2,1861
0,0.15,Walk (10 min),Walk,311,1,2,1861
0,0.5,Uber/Lyft,Vehicle,311,1,2,1861
0,0.85,Walk (10 min),Walk,311,1,2,1861
0,1,End,Node,311,1,2,1861
0,0,Start (10 min wait),Node,311,1,3,1861
0,0.16666666666666666,Bus,Vehicle,311,1,3,1861
0,0.3333333333333333,Transfer (10 min wait),Node,311,1,3,1861
0,0.5,Bus,Vehicle,311,1,3,1861
0,0.6666666666666666,Transfer (10 min wait),Node,311,1,3,1861
0,0.8333333333333333,Uber/Lyft,Vehicle,311,1,3,1861
0,0.9166666666666666,Walk (5 min),Walk,311,1,3,1861
0,1,End,Node,311,1,3,1861
0,0,Start,Node,311,2,1,1862
0,0.08333333333333333,Walk (10 min),Walk,311,2,1,1862
0,0.16666666666666666,Car,Vehicle,311,2,1,1862
0,0.3333333333333333,Transfer (5 min wait),Node,311,2,1,1862
0,0.5,Bus,Vehicle,311,2,1,1862
0,0.6666666666666666,Transfer (10 min wait),Node,311,2,1,1862
0,0.8333333333333333,Uber/Lyft,Vehicle,311,2,1,1862
0,0.9166666666666666,Walk (10 min),Walk,311,2,1,1862
0,1,End,Node,311,2,1,1862
0,0,Start (10 min wait),Node,311,2,2,1862
0,0.16666666666666666,Bus,Vehicle,311,2,2,1862
0,0.3333333333333333,Transfer (10 min wait),Node,311,2,2,1862
0,0.5,Bus,Vehicle,311,2,2,1862
0,0.6666666666666666,Transfer (5 min wait),Node,311,2,2,1862
0,0.8333333333333333,Uber/Lyft,Vehicle,311,2,2,1862
0,0.9166666666666666,Walk (5 min),Walk,311,2,2,1862
0,1,End,Node,311,2,2,1862
0,0,Start (5 min wait),Node,311,2,3,1862
0,0.08333333333333333,Walk (5 min),Walk,311,2,3,1862
0,0.16666666666666666,Taxi,Vehicle,311,2,3,1862
0,0.3333333333333333,Transfer (10 min wait),Node,311,2,3,1862
0,0.5,Bus,Vehicle,311,2,3,1862
0,0.6666666666666666,Transfer (5 min wait),Node,311,2,3,1862
0,0.8333333333333333,Taxi,Vehicle,311,2,3,1862
0,1,End,Node,311,2,3,1862
0,0,Start (10 min wait),Node,311,3,1,1863
0,0.08333333333333333,Walk (10 min),Walk,311,3,1,1863
0,0.16666666666666666,Bus,Vehicle,311,3,1,1863
0,0.3333333333333333,Transfer (10 min wait),Node,311,3,1,1863
0,0.5,Bus,Vehicle,311,3,1,1863
0,0.6666666666666666,Transfer (10 min wait),Node,311,3,1,1863
0,0.8333333333333333,Taxi,Vehicle,311,3,1,1863
0,1,End,Node,311,3,1,1863
0,0,Start (5 min wait),Node,311,3,2,1863
0,0.5,Bus,Vehicle,311,3,2,1863
0,0.85,Walk (10 min),Walk,311,3,2,1863
0,1,End,Node,311,3,2,1863
0,0,Start (10 min wait),Node,311,3,3,1863
0,0.5,Uber/Lyft,Vehicle,311,3,3,1863
0,0.85,Walk (10 min),Walk,311,3,3,1863
0,1,End,Node,311,3,3,1863
0,0,Start (10 min wait),Node,311,4,1,1864
0,0.08333333333333333,Walk (5 min),Walk,311,4,1,1864
0,0.16666666666666666,Taxi,Vehicle,311,4,1,1864
0,0.3333333333333333,Transfer (5 min wait),Node,311,4,1,1864
0,0.5,Bus,Vehicle,311,4,1,1864
0,0.6666666666666666,Transfer (10 min wait),Node,311,4,1,1864
0,0.8333333333333333,Taxi,Vehicle,311,4,1,1864
0,0.9166666666666666,Walk (10 min),Walk,311,4,1,1864
0,1,End,Node,311,4,1,1864
0,0,Start (10 min wait),Node,311,4,2,1864
0,0.08333333333333333,Walk (5 min),Walk,311,4,2,1864
0,0.16666666666666666,Uber/Lyft,Vehicle,311,4,2,1864
0,0.3333333333333333,Transfer (10 min wait),Node,311,4,2,1864
0,0.5,Bus,Vehicle,311,4,2,1864
0,0.6666666666666666,Transfer (10 min wait),Node,311,4,2,1864
0,0.8333333333333333,Taxi,Vehicle,311,4,2,1864
0,0.9166666666666666,Walk (5 min),Walk,311,4,2,1864
0,1,End,Node,311,4,2,1864
0,0,Start (10 min wait),Node,311,4,3,1864
0,0.08333333333333333,Walk (5 min),Walk,311,4,3,1864
0,0.16666666666666666,Bus,Vehicle,311,4,3,1864
0,0.3333333333333333,Transfer (10 min wait),Node,311,4,3,1864
0,0.5,Bus,Vehicle,311,4,3,1864
0,0.6666666666666666,Transfer (5 min wait),Node,311,4,3,1864
0,0.8333333333333333,Uber/Lyft,Vehicle,311,4,3,1864
0,0.9166666666666666,Walk (10 min),Walk,311,4,3,1864
0,1,End,Node,311,4,3,1864
0,0,Start (5 min wait),Node,311,5,1,1865
0,0.15,Walk (5 min),Walk,311,5,1,1865
0,0.5,Bus,Vehicle,311,5,1,1865
0,1,End,Node,311,5,1,1865
0,0,Start (5 min wait),Node,311,5,2,1865
0,0.08333333333333333,Walk (5 min),Walk,311,5,2,1865
