x,y,label,type,respID,qID,altID,obsID
0,0,Start (5 min wait),Node,2096,1,1,12571
0,0.15,Walk (10 min),Walk,2096,1,1,12571
0,0.5,Bus,Vehicle,2096,1,1,12571
0,0.85,Walk (5 min),Walk,2096,1,1,12571
0,1,End,Node,2096,1,1,12571
0,0,Start (10 min wait),Node,2096,1,2,12571
0,0.08333333333333333,Walk (10 min),Walk,2096,1,2,12571
0,0.16666666666666666,Uber/Lyft,Vehicle,2096,1,2,12571
0,0.3333333333333333,Transfer (5 min wait),Node,2096,1,2,12571
0,0.5,Bus,Vehicle,2096,1,2,12571
0,0.6666666666666666,Transfer (5 min wait),Node,2096,1,2,12571
0,0.8333333333333333,Bus,Vehicle,2096,1,2,12571
0,0.9166666666666666,Walk (5 min),Walk,2096,1,2,12571
0,1,End,Node,2096,1,2,12571
0,0,Start (5 min wait),Node,2096,1,3,12571
0,0.15,Walk (10 min),Walk,2096,1,3,12571
0,0.5,Uber/Lyft,Vehicle,2096,1,3,12571
0,0.85,Walk (10 min),Walk,2096,1,3,12571
0,1,End,Node,2096,1,3,12571
0,0,Start (10 min wait),Node,2096,2,1,12572
0,0.08333333333333333,Walk (10 min),Walk,2096,2,1,12572
0,0.16666666666666666,Taxi,Vehicle,2096,2,1,12572
0,0.3333333333333333,Transfer (5 min wait),Node,2096,2,1,12572
0,0.5,Bus,Vehicle,2096,2,1,12572
0,0.6666666666666666,Transfer (10 min wait),Node,2096,2,1,12572
0,0.8333333333333333,Uber/Lyft,Vehicle,2096,2,1,12572
0,0.9166666666666666,Walk (10 min),Walk,2096,2,1,12572
0,1,End,Node,2096,2,1,12572
0,0,Start,Node,2096,2,2,12572
0,0.16666666666666666,Car,Vehicle,2096,2,2,12572
0,0.3333333333333333,Transfer (5 min wait),Node,2096,2,2,12572
0,0.5,Bus,Vehicle,2096,2,2,12572
0,0.6666666666666666,Transfer (5 min wait),Node,2096,2,2,12572
0,0.8333333333333333,Bus,Vehicle,2096,2,2,12572
0,1,End,Node,2096,2,2,12572
0,0,Start (5 min wait),Node,2096,2,3,12572
0,0.16666666666666666,Taxi,Vehicle,2096,2,3,12572
0,0.3333333333333333,Transfer (5 min wait),Node,2096,2,3,12572
0,0.5,Bus,Vehicle,2096,2,3,12572
0,0.6666666666666666,Transfer (5 min wait),Node,2096,2,3,12572
0,0.8333333333333333,Taxi,Vehicle,2096,2,3,12572
0,0.9166666666666666,Walk (10 min),Walk,2096,2,3,12572
0,1,End,Node,2096,2,3,12572
0,0,Start (10 min wait),Node,2096,3,1,12573
0,0.125,Walk (5 min),Walk,2096,3,1,12573
0,0.25,Uber/Lyft,Vehicle,2096,3,1,12573
0,0.5,Transfer (5 min wait),Node,2096,3,1,12573
